date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
1950-01-04,1950,False,False,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0
1950-01-05,1950,False,False,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0
1950-01-06,1950,True,False,0.125,0.125,0.0,0.0,0.0
1950-01-07,1950,False,False,0.1670441997921538,0.16666666666666666,0.002265198752922748,0.0,0.002265198752922748
1950-01-09,1950,False,False,0.2085038321641985,0.20833333333333331,0.0008183943881527878,0.0,0.0008183943881527878
1950-01-10,1950,False,False,0.24844115354637566,0.25,-0.006235385814497341,0.0,-0.006235385814497341
1950-01-11,1950,False,False,0.28767212262925435,0.29166666666666663,-0.013695579556842086,0.0,-0.013695579556842086
1950-01-12,1950,False,False,0.32704923356716026,0.3333333333333333,-0.01885229929851917,0.0,-0.01885229929851917
1950-01-13,1950,False,False,0.3657443491816056,0.375,-0.024681735515718395,0.0,-0.024681735515718395
1950-01-14,1950,False,False,0.4096640361132761,0.41666666666666663,-0.0168063133281372,0.0,-0.0168063133281372
1950-01-16,1950,False,False,0.45049038711353595,0.4583333333333333,-0.017111882661376088,0.0,-0.017111882661376088
1950-01-17,1950,False,False,0.4910244544037412,0.5,-0.017951091192517588,0.0,-0.017951091192517588
1950-01-18,1950,False,False,0.5349806767991686,0.5416666666666666,-0.012343365909227133,0.0,-0.012343365909227133
1950-01-19,1950,False,False,0.5787785788516497,0.5833333333333333,-0.007808150540028924,0.0,-0.007808150540028924
1950-01-20,1950,False,False,0.6194100740452065,0.625,-0.008943881527669562,0.0,-0.008943881527669562
1950-01-21,1950,False,False,0.661320310470252,0.6666666666666666,-0.008019534294621988,0.0,-0.008019534294621988
1950-01-23,1950,False,False,0.7015864510262405,0.7083333333333333,-0.009525010315895699,0.0,-0.009525010315895699
1950-01-24,1950,False,False,0.7432774746687452,0.75,-0.008963367108339781,0.0,-0.008963367108339781
1950-01-25,1950,False,False,0.7842012535723564,0.7916666666666666,-0.009429995487549747,0.0,-0.009429995487549747
1950-01-26,1950,False,False,0.8245770005196154,0.8333333333333333,-0.010507599376461507,0.0,-0.010507599376461507
1950-01-27,1950,False,False,0.8655129579111457,0.875,-0.01084233381583355,0.0,-0.01084233381583355
1950-01-28,1950,False,False,0.9071430891140555,0.9166666666666666,-0.010389357330121252,0.0,-0.010389357330121252
1950-01-30,1950,False,False,0.9467637698103403,0.9583333333333333,-0.012072588023992692,0.0,-0.012072588023992692
1950-01-31,1950,False,True,0.9876997272018706,1.0,-0.012300272798129397,0.0,-0.012300272798129397
1950-02-01,1950,False,False,1.0293907508443751,1.0418827894243932,-0.011784879189399744,0.00020747784741725894,-0.011989869404522402
1950-02-02,1950,False,False,1.0751981034034812,1.1202903249045455,-0.0075094430121711575,0.034114146065734374,-0.04025047837925977
1950-02-03,1950,False,False,1.1170474473889322,1.1635779122541603,-0.00706893565428246,0.03429147755925355,-0.03998912696364798
1950-02-04,1950,False,False,1.1603460314367366,1.2197248036884951,-0.005417687339939858,0.04547840316156715,-0.04868210605555845
1950-02-06,1950,False,False,1.2072007339568718,1.3074256177508823,-0.0009373236218991332,0.08200740779383375,-0.0766581918185325
1950-02-07,1950,False,False,1.2529471940763834,1.3852928463367191,0.0023577552611067087,0.10823427706937538,-0.09553622731129496
1950-02-08,1950,False,False,1.297280949597298,1.4506249549744252,0.004346541623714506,0.12306448127052283,-0.10570892555742006
1950-02-09,1950,False,False,1.33865533255391,1.4896981485483753,0.00399149941543242,0.11727361141128156,-0.10139155784119613
1950-02-10,1950,False,False,1.3797496102883866,1.526285930408472,0.003454262027917432,0.11002613120616145,-0.09600843275864346
1950-02-11,1950,False,False,1.4221713432060272,1.5746524025646567,0.003885654027784069,0.11151934298681665,-0.09683474213755461
1950-02-13,1950,False,False,1.4708771758898413,1.6787785462142495,0.008601492038748493,0.15116243168977106,-0.12384085488418872
1950-02-14,1950,False,False,1.5131040530007793,1.725416036308623,0.00873603533385281,0.1502773575390821,-0.12304973342085468
1950-02-15,1950,False,False,1.5512754936347102,1.7360690872415532,0.006232752627920224,0.1260988673999266,-0.10644368646668445
1950-02-16,1950,False,False,1.5918095609249154,1.7676860456739425,0.005353406899946567,0.1164332920045954,-0.09949531772310449
1950-02-17,1950,False,False,1.6342678293063133,1.816376701966717,0.005703279573115783,0.11777027813336427,-0.10025941890975687
1950-02-18,1950,False,False,1.6771036308131981,1.8684172610042502,0.006262178487918879,0.12105035660255026,-0.10239341831397097
1950-02-20,1950,False,False,1.7169678812678617,1.8940908435991641,0.0050543695226508145,0.10873610357024255,-0.09351344626888758
