horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage_theoretical,mean_relative_advantage_theoretical,median_relative_advantage_theoretical,annual_return_btd_theoretical,annual_return_dca,annual_alpha_theoretical,theoretical_win,final_relative_advantage_implementable,mean_relative_advantage_implementable,median_relative_advantage_implementable,annual_return_btd_implementable,annual_alpha_implementable,implementable_win,implementable_minus_theoretical_annual_alpha,implementable_minus_theoretical_annual_return
1,15,0,0,1994-07-01,1995-07-01,0.0734563200429712,0.09710474517104807,0.046670766489514515,0.2564110573524012,0.2190774718263191,0.037333585526082125,True,0.03699459606103628,0.025815096373113824,0.0022043125707462696,0.2135909460053187,-0.005486525821000399,False,-0.04282011134708252,-0.04282011134708252
1,15,2785,1,2002-02-14,2003-02-14,0.06925876109270623,0.0944400268682484,0.06902792202678643,0.09648403957500862,0.06817027260247999,0.02831376697252863,True,0.03844106634309674,0.011013068698310025,-0.00014101940951050107,0.06486033982642248,-0.0033099327760575115,False,-0.03162369974858614,-0.03162369974858614
1,15,5570,2,2009-09-30,2010-09-30,0.06750234784386655,0.10459434902986335,0.03234591991911462,0.18546420971029476,0.15675420554002772,0.028710004170267034,True,0.03921790330519559,0.016447923887490556,0.003785635795876985,0.1540330325655126,-0.002721172974515129,False,-0.03143117714478216,-0.03143117714478216
1,15,8355,3,2017-05-16,2018-05-16,0.0857453252376339,0.11753873542744393,0.08703213863379222,0.20850345615518306,0.15940819929119665,0.049095256863986414,True,0.0441965981407586,0.0281908231191032,0.003988756387978132,0.16222602469073832,0.0028178253995416735,True,-0.04627743146444474,-0.04627743146444474
1,15,11141,4,2024-12-31,2025-12-31,0.07351477084602465,0.0850350736666117,0.07474427562217989,0.23322224256414126,0.19661139245659154,0.03661085010754972,True,0.03364857614454175,0.011094981194055178,-0.00025200306918876647,0.18739435115253245,-0.009217041304059093,False,-0.04582789141160881,-0.04582789141160881
1,30,0,0,1994-07-01,1995-07-01,0.136376617254244,0.24126199878776322,0.15911024440845734,0.2778105203115224,0.21796549520083897,0.05984502511068346,True,0.07895864389593776,0.13399591241569372,0.010492347043172812,0.21303028185229533,-0.004935213348543632,False,-0.06478023845922709,-0.06478023845922709
1,30,2785,1,2002-02-14,2003-02-14,0.1292363500764635,0.2386130268768863,0.1509504116439102,0.11293885715663499,0.06766797941395364,0.04527087774268135,True,0.08595233961071869,0.08928606897827837,0.011240965426013494,0.07025088404208946,0.002582904628135818,True,-0.04268797311454553,-0.04268797311454553
1,30,5570,2,2009-09-30,2010-09-30,0.12213850823760919,0.10121509203022779,0.03713192645745522,0.19634836481482187,0.15494906501343841,0.04139929980138346,True,0.07835596154475177,0.07326726359185659,0.007203617084836411,0.14963902879846214,-0.005310036214976277,False,-0.04670933601635974,-0.04670933601635974
1,30,8355,3,2017-05-16,2018-05-16,0.1561339644560411,0.2485348078932651,0.0876692462026647,0.22415942752039242,0.1470242012814409,0.07713522623895153,True,0.09062388544088296,0.07149274016519772,0.01693036136093018,0.15474868126565622,0.007724479984215327,True,-0.0694107462547362,-0.0694107462547362
1,30,11141,4,2024-12-31,2025-12-31,0.14650203733063583,0.24347459370866315,0.17508040067084774,0.2459343757381316,0.17724156055953832,0.06869281517859327,True,0.08287466983642111,0.11905696728457585,0.02332254904016029,0.17674279672576887,-0.0004987638337694555,False,-0.06919157901236273,-0.06919157901236273
