date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
1990-12-19,1990,False,False,0.0,0.1111111111111111,0.0,0.0,-1.0
1990-12-20,1990,False,False,0.0,0.2222222222222222,0.0,0.0,-1.0
1990-12-21,1990,False,False,0.0,0.3333333333333333,0.0,0.0,-1.0
1990-12-24,1990,False,False,0.0,0.4444444444444444,0.0,0.0,-1.0
1990-12-25,1990,False,False,0.0,0.5555555555555556,0.0,0.0,-1.0
1990-12-26,1990,False,False,0.0,0.6666666666666666,0.0,0.0,-1.0
1990-12-27,1990,False,False,0.0,0.7777777777777777,0.0,0.0,-1.0
1990-12-28,1990,False,False,0.0,0.8888888888888888,0.0,0.0,-1.0
1990-12-31,1990,False,True,0.0,1.0,0.0,0.0,-1.0
1991-01-02,1991,False,False,0.0,1.0572577906642635,0.0,0.00920061836134245,-1.0
1991-01-03,1991,False,False,0.0,1.1150641276806934,0.0,0.018102029621502647,-1.0
1991-01-04,1991,False,False,0.0,1.172870464697124,0.0,0.026261656609983586,-1.0
1991-01-07,1991,False,False,0.0,1.2253480657210771,0.0,0.029292375205704824,-1.0
1991-01-08,1991,False,False,0.0,1.2778256667450305,0.0,0.03208996160175537,-1.0
1991-01-09,1991,False,False,0.0,1.3306167228273647,0.0,0.03492411775461712,-1.0
1991-01-10,1991,False,False,0.0,1.383172687615913,0.0,0.03737951571193476,-1.0
1991-01-11,1991,False,False,0.0,1.4357286524044617,0.0,0.03966557587909292,-1.0
1991-01-14,1991,False,False,0.0,1.483896246375676,0.0,0.038727372462973086,-1.0
1991-01-15,1991,False,False,0.0,1.5320638403468907,0.0,0.03784969829950646,-1.0
1991-01-16,1991,False,False,0.0,1.5757646997361756,0.0,0.034095584201865314,-1.0
1991-01-17,1991,True,False,1.0,1.6234621111198186,0.0,0.03311225253079364,-0.3840324371289281
1991-01-18,1991,False,False,0.9999255121042832,1.6710027949742712,-7.4487895716846e-05,0.03208996160175581,-0.40160153225855066
1991-01-22,1991,False,False,0.9960521415270019,1.7145469268343656,-0.003947858472998056,0.028728156100619406,-0.4190581045419086
1991-01-23,1991,False,False,0.99195530726257,1.7578559674006744,-0.008044692737430026,0.025415980983726882,-0.43570160146319314
1991-01-24,1991,False,False,0.987783985102421,1.801086644202388,-0.012216014897578953,0.02223836562838244,-0.4515622064701603
1991-01-25,1991,False,False,0.983612662942272,1.8443173210041017,-0.01638733705772799,0.019227993186477166,-0.4666792683990173
1991-01-28,1991,False,False,0.9792178770949722,1.8873129065120295,-0.02078212290502779,0.016245411198785087,-0.4811576428496539
1991-01-29,1991,False,False,0.9754189944134077,1.9309354021367189,-0.024581005586592264,0.01374108612177749,-0.49484638723075025
1991-01-30,1991,False,False,0.9716201117318436,1.9745578977614089,-0.028379888268156406,0.0113589232436484,-0.5079303003303238
1991-01-31,1991,False,True,0.9681191806331472,2.01849384844448,-0.03188081936685283,0.009246924222239938,-0.5203754614465569
1991-02-01,1991,False,False,0.9646927374301676,2.0669053925336622,-0.03530726256983241,0.005521542313673633,-0.5332671050571772
1991-02-04,1991,False,False,0.9612662942271881,2.1153169366228455,-0.03873370577281188,0.001992233137137367,-0.5455686674726516
1991-02-05,1991,False,False,0.9577653631284917,2.1635731761149333,-0.0422346368715083,-0.0014277648700307122,-0.5573224082726318
1991-02-06,1991,False,False,0.9619366852886406,2.227825789107812,-0.038063314711359375,0.0025216050985155114,-0.5682172771355376
1991-02-07,1991,False,False,0.9667783985102423,2.2934761434745465,-0.033221601489757724,0.0068919654278496445,-0.5784659015264042
1991-02-08,1991,False,False,0.9711731843575421,2.358194670258711,-0.028826815642457926,0.010654858682304535,-0.5881709018318673
1991-02-11,1991,False,False,0.975567970204842,2.4229131970428748,-0.024432029795158017,0.0142427336458546,-0.5973574408709703
1991-02-12,1991,False,False,0.9783985102420859,2.484370327288043,-0.021601489757914094,0.016333315708744855,-0.606178475287896
1991-02-13,1991,False,False,0.9826443202979518,2.5487782448780165,-0.01735567970204821,0.019511297951206652,-0.6144645685544994
1991-02-14,1991,False,False,0.9871880819366857,2.6138073808563718,-0.012811918063314276,0.022794192509015154,-0.6223179683526452
1991-02-19,1991,True,False,1.9916573556797026,2.6786812122376307,-0.004171322160148705,0.02587791106973092,-0.2564783944499406
1991-02-20,1991,False,False,1.999735887731584,2.7426232160363186,-0.00013205613420796958,0.028483706013619603,-0.27086743959615667
1991-02-21,1991,False,False,2.008861636901303,2.807652352014673,0.004430818450651408,0.031382496658451275,-0.28450485137171133
1991-02-22,1991,False,False,2.017688181180211,2.8723708787988373,0.008844090590105491,0.03405351636758147,-0.2975530436988819
1991-02-25,1991,False,False,2.0106568662461655,2.920627118290925,0.005328433123082732,0.03080957116150307,-0.3115667338517526
1991-02-26,1991,False,False,2.0036255513121204,2.968883357783013,0.0018127756560601949,0.02769039307873533,-0.32512486687644415
1991-02-27,1991,False,False,1.99674383882348,3.0172949018721953,-0.001628080588260028,0.0247416647867833,-0.3382337809988264
1991-02-28,1991,False,True,1.9898621263348397,3.065706445961378,-0.00506893683258014,0.021902148653792697,-0.3509286810691893
1991-03-01,1991,False,False,1.9826812089553894,3.1022621216981507,-0.008659395522305324,0.01792975868220581,-0.3608917843892291
1991-03-04,1991,False,False,1.9746026769035074,3.137434875949639,-0.012698661548246282,0.013632806076037118,-0.37063150153647906
1991-03-05,1991,False,False,1.9666737472970308,3.17283811711534,-0.016663126351484592,0.00953940090033556,-0.38015313901830006
1991-03-06,1991,False,False,1.958894420135959,3.2084718451952554,-0.020552789932020477,0.005640429091050114,-0.38946186388718396
1991-03-07,1991,False,False,1.9509654905294822,3.2438750863609576,-0.024517254735258898,0.0017849531408840047,-0.39856947675561905
1991-03-08,1991,False,False,1.9431861633684109,3.2795088144408733,-0.02840691831579456,-0.0018886216919080656,-0.40747646269104276
1991-03-11,1991,False,False,1.9345092215349082,3.3137596210355054,-0.032745389232545885,-0.005872113689348479,-0.4162192063495541
1991-03-12,1991,False,False,1.9264306894830265,3.348932375286993,-0.03678465525848673,-0.009470705901030163,-0.4247627382090875
1991-03-13,1991,True,False,2.887234848786859,3.3361638513819534,-0.03758838373771367,-0.026952210013596933,-0.13456443466022594
1991-03-14,1991,False,False,2.8753334447331986,3.371797579461869,-0.041555518422267124,-0.030030833305489724,-0.14724019548288092
1991-03-15,1991,False,False,2.8648052796088077,3.4088142290270698,-0.0450649067970641,-0.03263379987069637,-0.15958891064988634
1991-03-18,1991,False,False,2.8542771144844163,3.44583087859227,-0.04857429517186118,-0.035167353994164374,-0.17167231502363278
1991-03-19,1991,False,False,2.843062329895391,3.482156067414828,-0.05231255670153623,-0.03782529716169225,-0.1835339155243273
1991-03-20,1991,False,False,2.8302454332222187,3.516867847837887,-0.05658485559259374,-0.040854223316939886,-0.19523691088870243
1991-03-21,1991,False,False,2.817886282858803,3.5520406020893756,-0.06070457238039895,-0.043681376360552804,-0.20668522730250583
1991-03-22,1991,False,False,2.8064426251148995,3.5881353039977193,-0.0645191249617002,-0.04619188121579609,-0.21785485012560624
1991-03-25,1991,False,False,2.7949989673709963,3.624230005906063,-0.06833367754300124,-0.04863962344965844,-0.22880199026655257
1991-03-26,1991,False,False,2.7835553096270926,3.660324707814407,-0.07214823012430249,-0.05102692760367222,-0.239533229474288
1991-03-27,1991,False,False,2.772111651883189,3.696419409722751,-0.07596278270560364,-0.053356004827100345,-0.2500548924205789
1991-03-28,1991,False,False,2.7604391209844072,3.7322836247168807,-0.07985362633853088,-0.0556872756740423,-0.26038870607166
1991-03-29,1991,False,True,2.7508264484795286,3.7702222219389374,-0.0830578505068238,-0.05744444451526565,-0.2703808193393856
1991-04-01,1991,False,False,2.7631855988429446,3.8326159470244594,-0.07893813371901848,-0.052611788375976465,-0.2790340495795808
1991-04-02,1991,False,False,2.774171510277092,3.8931275410398727,-0.07527616324096931,-0.04834660107914224,-0.28741828233654587
1991-04-03,1991,False,False,2.7856151680209957,3.9542665120786555,-0.07146161065966805,-0.04402348059636907,-0.29554187622101624
1991-04-04,1991,False,False,2.785844041175874,4.000034746044886,-0.07138531960804206,-0.04346995203274473,-0.30354503946986144
1991-04-05,1991,False,False,2.7817243243880685,4.039842898289106,-0.0727585585373105,-0.04433823911440504,-0.3114275989380323
1991-04-08,1991,False,False,2.771425032418555,4.071181460717838,-0.0761916558604816,-0.047170296427739955,-0.3192577979734923
1991-04-09,1991,False,False,2.760667994139286,4.101892646123201,-0.07977733528690456,-0.050088018792522004,-0.32697702443566845
1991-04-10,1991,False,False,2.750139829014895,4.132917520040247,-0.08328672366170176,-0.052873068324109984,-0.33457664817174637
1991-04-11,1991,False,False,2.738238424961235,4.162060262887186,-0.08725385834625499,-0.05602756924208152,-0.34209544023715266
1991-04-12,1991,False,False,2.728396879301478,4.194026202339288,-0.090534373566174,-0.05848391376056816,-0.34945640592811045
1991-04-15,1991,False,False,2.718326460486843,4.225678453279705,-0.093891179837719,-0.0609603437156212,-0.3567124213208769
1991-04-16,1991,False,False,2.708484914827086,4.257644392731805,-0.09717169505763801,-0.0633182335990028,-0.36385365592046126
1991-04-17,1991,True,False,3.698414496012451,4.289296643672223,-0.0753963759968872,-0.06569776078426814,-0.13775735201981654
1991-04-18,1991,False,False,3.684298410149808,4.320635206100955,-0.07892539746254801,-0.06809828888018621,-0.14727852864148483
1991-04-19,1991,False,False,3.6726918506627464,4.354483276623165,-0.0818270373343134,-0.06991619334262489,-0.15657229173908727
1991-04-22,1991,False,False,3.658575764800103,4.385821839051897,-0.08535605879997421,-0.07222999558517562,-0.16581751401215283
1991-04-23,1991,False,False,3.6447733697344082,4.4174740899923135,-0.08880665756639794,-0.07443400019208668,-0.1749191290127634
1991-04-24,1991,False,False,3.6322257378565035,4.45038109497947,-0.09194356553587413,-0.07633599915520439,-0.18383939255133397
1991-04-25,1991,False,False,3.6187370335877556,4.482347034431571,-0.09531574160306111,-0.07839593684584512,-0.19266915172116617
1991-04-26,1991,False,False,3.6250108495267086,4.534075350119812,-0.09374728761832285,-0.07639205830892726,-0.2004961167151934
1991-04-29,1991,False,False,3.5996018949739517,4.554121126127894,-0.10009952625651208,-0.08081958922189303,-0.20959460776694694
1991-04-30,1991,False,True,3.5741929404211943,4.574166902135975,-0.10645176489470143,-0.08516661957280502,-0.2186133525752696
1991-05-02,1991,False,False,3.5497250582592796,4.588308035411601,-0.11256873543518009,-0.09060561460310612,-0.2263542397626218
1991-05-03,1991,False,False,3.526198248488208,4.603653530694108,-0.11845043787794796,-0.09571091361365736,-0.23404352109083415
1991-05-06,1991,False,False,3.5011029847323982,4.616991755965147,-0.12472425381690044,-0.10111664928112185,-0.24169174003636074
1991-05-07,1991,True,False,4.476321411773536,4.630731435238478,-0.10473571764529288,-0.10635007390134632,-0.03334462937969762
1991-05-08,1991,False,False,4.444411161680583,4.644471114511812,-0.11111776766388337,-0.11149248244121868,-0.04307486210994704
1991-05-09,1991,False,False,4.414520547669462,4.660218063796613,-0.11709589046610758,-0.11616553962478027,-0.05272232173766234
