date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
1971-02-08,1971,False,False,0.0,0.06666666666666667,0.0,0.0,-1.0
1971-02-09,1971,False,False,0.0,0.13333333333333333,0.0,0.0,-1.0
1971-02-10,1971,False,False,0.0,0.2,0.0,0.0,-1.0
1971-02-11,1971,False,False,0.0,0.26666666666666666,0.0,0.0,-1.0
1971-02-12,1971,False,False,0.0,0.3333333333333333,0.0,0.0,-1.0
1971-02-15,1971,False,False,0.0,0.4,0.0,0.0,-1.0
1971-02-16,1971,False,False,0.0,0.4666666666666667,0.0,0.0,-1.0
1971-02-17,1971,False,False,0.0,0.5333333333333333,0.0,0.0,-1.0
1971-02-18,1971,False,False,0.0,0.6,0.0,0.0,-1.0
1971-02-19,1971,False,False,0.0,0.6666666666666666,0.0,0.0,-1.0
1971-02-22,1971,True,False,0.9999999999999999,0.7333333333333333,-1.1102230246251565e-16,0.0,0.36363636363636354
1971-02-23,1971,False,False,1.016622530445246,0.8,0.016622530445246086,0.0,0.27077816305655755
1971-02-24,1971,False,False,1.0294679278857948,0.8666666666666667,0.029467927885794776,0.0,0.187847609098994
1971-02-25,1971,False,False,1.0224251960566464,0.9333333333333333,0.02242519605664639,0.0,0.09545556720354975
1971-02-26,1971,False,True,1.015395824544603,1.0,0.015395824544603087,0.0,0.015395824544603087
1971-03-01,1971,False,False,1.0426942058095314,1.070362733510736,0.04269420580953143,0.02576428628112204,-0.025849673979636
1971-03-02,1971,False,False,1.055986701491209,1.126931944097018,0.05598670149120899,0.03677738856925661,-0.06295432743514573
1971-03-03,1971,False,False,1.045097120206828,1.1596857357289192,0.04509712020682799,0.02587584314481317,-0.09881005861477343
1971-03-04,1971,False,False,1.0434877494232642,1.2015790277177176,0.043487749423264166,0.02356731990768557,-0.13156960520086014
1971-03-05,1971,False,False,1.0379418596129262,1.2395954877050257,0.037941859612926176,0.018239150614842492,-0.16267696203496107
1971-03-08,1971,False,False,1.040566816881487,1.2856589052249425,0.040566816881487,0.01966051104047173,-0.1906353911969937
1971-03-09,1971,False,False,1.0534959437672,1.341870256553602,0.053495943767200016,0.028767196691094954,-0.21490476547788562
1971-03-10,1971,False,False,1.0500975546426405,1.382001655990008,0.05009755464264054,0.025356067347425126,-0.24016186949472595
1971-03-11,1971,False,False,1.0558523578859917,1.431147463548503,0.055852357885991744,0.02863723942548657,-0.262233707721477
1971-03-12,1971,False,False,1.0644944020941554,1.4831367346066708,0.06449440209415536,0.033701360483437304,-0.28226819735777076
1971-03-15,1971,False,False,1.0763302086004385,1.5382713429027102,0.07633020860043849,0.040595320198892226,-0.3002988623779411
1971-03-16,1971,False,False,1.0677209671481076,1.573270898971424,0.0677209671481076,0.03386373360979289,-0.32133686077447676
1971-03-17,1971,False,False,1.0650398193613229,1.6141086646548017,0.06503981936132286,0.03123609130723448,-0.3401684516766438
1971-03-18,1971,False,False,1.0943044527579893,1.6864078372213316,0.09430445275798927,0.048307574488935856,-0.3511033164071047
1971-03-19,1971,False,False,1.0920846467468428,1.7276999496377632,0.0920846467468428,0.04571312741233036,-0.3678968116102488
1971-03-22,1971,False,False,1.09305028706997,1.7721292094180836,0.0930502870699701,0.04510184145169038,-0.38319944095447955
1971-03-23,1971,False,False,1.1001043267641344,1.8225545539013992,0.10010432676413439,0.04796886849330462,-0.39639429480493327
1971-03-24,1971,False,False,1.0920885899533197,1.8581386156645128,0.0920885899533197,0.04237044293375103,-0.41226742679648587
1971-03-25,1971,False,False,1.0868791319022726,1.896486406302547,0.08687913190227259,0.03855207964187102,-0.4268985381122302
1971-03-26,1971,False,False,1.1123183997327017,1.9650182149763276,0.11231839973270175,0.05105625452222173,-0.4339399038364121
1971-03-29,1971,False,False,1.132501203895345,2.0283732605191953,0.13250120389534503,0.06028602254412485,-0.4416702162572076
1971-03-30,1971,False,False,1.116291729762974,2.0558878215777625,0.11629172976297397,0.05078710880641202,-0.4570269262520893
1971-03-31,1971,False,True,1.1178106267264913,2.1008619493071294,0.11781062672649134,0.05043097465356472,-0.46792761556981477
1971-04-01,1971,False,False,1.0990483550947707,2.111053864749757,0.09904835509477072,0.03207077832210348,-0.47938403020092946
1971-04-02,1971,False,False,1.0770718209315921,2.1152047552763853,0.07707182093159215,0.011619665566966919,-0.4907954805581668
1971-04-05,1971,False,False,1.0776287489382514,2.161706015469294,0.07762874893825145,0.011862390219669505,-0.5014915343591231
1971-04-06,1971,False,False,1.1005659045302028,2.2502696495801047,0.10056590453020275,0.03137358939088131,-0.5109182116305191
1971-04-07,1971,False,False,1.0998786476051357,2.2944325344539136,0.09987864760513565,0.03015338281604274,-0.5206315151615856
1971-04-08,1971,True,False,2.1224654568334747,2.382337712358643,0.061232728416737325,0.04822859343780306,-0.10908287862675892
1971-04-09,1971,False,False,2.0934028164024365,2.398905639442475,0.046701408201218264,0.03482204054381266,-0.12735091285668065
1971-04-12,1971,False,False,2.0982643557689586,2.449192279651389,0.04913217788447932,0.03619673369866461,-0.1432831251339648
1971-04-13,1971,False,False,2.101567040039347,2.497929506194188,0.05078352001967357,0.03687639879758753,-0.15867640186481213
1971-04-14,1971,False,False,2.1050241117986457,2.5468201851558727,0.05251205589932284,0.037593408767207404,-0.17346967639577893
1971-04-15,1971,False,False,2.1344688277280732,2.621541110384331,0.06723441386403661,0.04861644415373245,-0.18579616422069023
1971-04-16,1971,False,False,2.1520877906394658,2.684507906968186,0.07604389531973288,0.054628106308930224,-0.1983306195324348
