horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage_theoretical,mean_relative_advantage_theoretical,median_relative_advantage_theoretical,annual_return_btd_theoretical,annual_return_dca,annual_alpha_theoretical,theoretical_win,final_relative_advantage_implementable,mean_relative_advantage_implementable,median_relative_advantage_implementable,annual_return_btd_implementable,annual_alpha_implementable,implementable_win,implementable_minus_theoretical_annual_alpha,implementable_minus_theoretical_annual_return
1,15,0,0,1971-02-08,1972-02-08,0.06762725786116319,0.10899905709286879,0.028606422689280375,0.06322971457946713,0.03735856395734283,0.025871150622124306,True,0.04032947576264734,0.00579006949848267,-0.0012452948293317778,0.03602599186864519,-0.0013325720886976367,False,-0.027203722710821943,-0.027203722710821943
1,15,4921,1,1984-07-30,1985-07-30,0.06601719060306799,0.12187710218273419,0.03855255554372805,0.11282206397224992,0.08738518835353526,0.02543687561871466,True,0.03626591377643673,0.0016092497932342494,0.0,0.08174354613678592,-0.005641642216749343,False,-0.031078517835464003,-0.031078517835464003
1,15,9842,2,1998-01-19,1999-01-19,0.07183097623448287,0.13017137764364342,0.07356978093996958,0.2237783034818137,0.18931451874883054,0.03446378473298317,True,0.03534189199468574,0.0014017082261479634,0.0003143570749724045,0.18208832724510504,-0.007226191503725499,False,-0.04168997623670867,-0.04168997623670867
1,15,14763,3,2011-07-11,2012-07-10,0.06716674342122775,0.1413299087978883,0.07855143000187614,0.4749200230095536,0.43965278457328716,0.035267238436266446,True,0.03202897544880012,0.0048757780515495805,0.003175889862033543,0.42632377185821446,-0.013329012715072697,False,-0.04859625115133914,-0.04859625115133914
1,15,19685,4,2024-12-31,2025-12-31,0.06982375084003745,0.12629401509771762,0.06982375084003745,0.12160706684357758,0.09206712801535,0.029539938828227585,True,0.03633272454310599,0.0014124137003776835,0.0,0.08647128575149932,-0.005595842263850681,False,-0.035135781092078266,-0.035135781092078266
1,30,0,0,1971-02-08,1972-02-08,0.12001858231270846,0.1957497169738267,0.054905605213691144,0.07522746500634248,0.03998558837558308,0.035241876630759394,True,0.07811277616226353,0.053569923988070534,-0.002203669341566461,0.03497049858297352,-0.005015089792609562,False,-0.040256966423368956,-0.040256966423368956
1,30,4921,1,1984-07-30,1985-07-30,0.12562022393829908,0.19940937756484947,0.07600811873685354,0.12837732615698894,0.08595837588696398,0.04241895027002496,True,0.07882368266833639,0.03885437500392155,0.0060820752375088105,0.08143470798593322,-0.004523667901030759,False,-0.04694261817105572,-0.04694261817105572
1,30,9842,2,1998-01-19,1999-01-19,0.13495934660659104,0.2373533982921671,0.143316332602617,0.23367288401455033,0.17751913041883793,0.0561537535957124,True,0.07388280427776794,0.045436239424211315,0.004505380497770162,0.16723996048326906,-0.010279169935568877,False,-0.06643292353128127,-0.06643292353128127
1,30,14763,3,2011-07-11,2012-07-10,0.13175219357213153,0.2319774540521234,0.14999842121885054,0.4811693589778505,0.41775920018272616,0.06341015879512435,True,0.0709322520195581,0.03285239050719598,0.012936629956285417,0.40151884309287555,-0.01624035708985061,False,-0.07965051588497496,-0.07965051588497496
1,30,19685,4,2024-12-31,2025-12-31,0.1339820767205233,0.1860609686758362,0.157362741750954,0.12899390602725336,0.07853420206635309,0.05045970396090027,True,0.07911610265816305,0.034384452542392044,0.0021853200623256352,0.0743327834755807,-0.004201418590772388,False,-0.05466112255167266,-0.05466112255167266
1,45,0,0,1971-02-08,1972-02-08,0.1674991366403158,0.18555903684037808,0.0920885899533197,0.07780000401897968,0.03853970531541706,0.039260298703562624,True,0.13932772809585958,0.20741535481080406,0.1659788444857615,0.05177541278840958,0.01323570747299252,True,-0.026024591230570104,-0.026024591230570104
1,45,4921,1,1984-07-30,1985-07-30,0.18433403689047,0.2356430432145138,0.20842344641980293,0.13684524258295738,0.07985233464249575,0.056992907940461635,True,0.11031132521093512,0.09113227788076474,0.0,0.06574354122938098,-0.014108793413114773,False,-0.07110170135357641,-0.07110170135357641
1,45,9842,2,1998-01-19,1999-01-19,0.18082969818165218,0.273337847330664,0.2278804356337647,0.23772438501870763,0.17916558417848472,0.05855880084022291,True,0.11429829439576289,0.12281893585604459,0.01069373509717364,0.16794097539708042,-0.0112246087814043,False,-0.06978340962162721,-0.06978340962162721
1,45,14763,3,2011-07-11,2012-07-10,0.18806115807620172,0.2923174022751146,0.26756629177704006,0.47956569891014866,0.4009794207495687,0.07858627816057995,True,0.09474710937139985,0.017970090994919665,0.006070670047078508,0.3632795870052381,-0.03769983374433061,False,-0.11628611190491056,-0.11628611190491056
1,45,19685,4,2024-12-31,2025-12-31,0.19130448769767883,0.3478806875566858,0.2615286356440414,0.13867665220321634,0.0752590983883834,0.06341755381483294,True,0.12005635167131712,0.03974222222716943,0.00410400316173587,0.07053079997051648,-0.004728298417866927,False,-0.06814585223269987,-0.06814585223269987
1,60,0,0,1971-02-08,1972-02-08,0.2361035956722457,0.3443260506487166,0.12246545683347465,0.08805352077675788,0.02689249815930994,0.061161022617447935,True,0.17474272469070717,0.34661763551784236,0.21983748607983888,0.034005878158188896,0.007113379998878955,True,-0.05404764261856898,-0.05404764261856898
1,60,4921,1,1984-07-30,1985-07-30,0.22750053508739287,0.33486750064693155,0.2690649578374871,0.1352817408026894,0.07898059138770619,0.05630114941498321,True,0.1696314210683536,0.2529029291244205,0.054700252239028524,0.08172439676806298,0.0027438053803567897,True,-0.05355734403462642,-0.05355734403462642
1,60,9842,2,1998-01-19,1999-01-19,0.25025407664192234,0.4577433749648732,0.34660096779915706,0.23894889146789766,0.1560625123656787,0.08288637910221897,True,0.14360724671672997,0.16518771281834152,-0.0006692864222755945,0.1331971910651022,-0.022865321300576502,False,-0.10575170040279547,-0.10575170040279547
1,60,14763,3,2011-07-11,2012-07-10,0.25837731503868033,0.4589440015666199,0.3565374508194148,0.47981266591875227,0.37189268230698636,0.10791998361176591,True,0.14730881454703737,0.11343428518347795,0.03151235410296693,0.3491141679021854,-0.022778514404800942,False,-0.13069849801656686,-0.13069849801656686
1,60,19685,4,2024-12-31,2025-12-31,0.2371733550594708,0.3864230111423894,0.2821033055820388,0.14789425283021918,0.08243208871370444,0.06546216411651473,True,0.14541573449344858,0.1083314383350384,0.006165663591794601,0.06270211582987506,-0.019729972883829383,False,-0.08519213700034411,-0.08519213700034411
1,90,0,0,1971-02-08,1972-02-08,0.31689569165559117,0.2887630571250548,0.07039814714689285,0.09719828635393335,0.041425599668762914,0.055772686685170436,True,0.24508032118612588,0.4537238906727385,0.3426682757368589,0.037324014251245874,-0.00410158541751704,False,-0.059874272102687476,-0.059874272102687476
1,90,4921,1,1984-07-30,1985-07-30,0.31995577055739033,0.21302388309562606,0.15699291633777523,0.16043685806838237,0.09889437500947795,0.06154248305890442,True,0.2065993044579444,0.22597823524952038,0.04652662064926738,0.0607144771482091,-0.03817989786126885,False,-0.09972238092017327,-0.09972238092017327
1,90,9842,2,1998-01-19,1999-01-19,0.3507061481154512,0.5690374461642114,0.4392891493795188,0.2460389748963392,0.15307542057210788,0.09296355432423131,True,0.24437405403121892,0.34093861600228975,0.041891180092657354,0.14788216198028103,-0.005193258591826844,False,-0.09815681291605816,-0.09815681291605816
1,90,14763,3,2011-07-11,2012-07-10,0.37806324144039927,0.6946109736138046,0.6531410850532391,0.47980477352866546,0.3421970358100357,0.13760773771862977,True,0.2514533509450969,0.29250273142392874,0.080949735039191,0.34375865196357536,0.0015616161535396689,True,-0.1360461215650901,-0.1360461215650901
1,90,19685,4,2024-12-31,2025-12-31,0.37452296961253984,0.721229288803231,0.6361026474486717,0.14002874565185808,0.036682018104114755,0.10334672754774332,True,0.26565021244868126,0.35040946470462275,0.35530400968847764,0.049670398647782,0.012988380543667244,True,-0.09035834700407608,-0.09035834700407608
1,120,0,0,1971-02-08,1972-02-08,0.3957877850876883,0.30043688467056695,0.08111564832503637,0.09836648521221147,0.04918723725348073,0.04917924795873074,True,0.3145921537334322,0.5714405222851671,0.49417134082566894,0.0344299529303731,-0.014757284323107633,False,-0.06393653228183838,-0.06393653228183838
1,120,4921,1,1984-07-30,1985-07-30,0.46189152166766667,0.6022437804928614,0.6788236835412755,0.14756160303210497,0.046579482924455684,0.10098212010764929,True,0.3634569556236449,0.6606470809063912,0.5372897889842267,0.07024093367108764,0.02366145074663195,True,-0.07732066936101734,-0.07732066936101734
1,120,9842,2,1998-01-19,1999-01-19,0.4680914023651843,0.8537271889207162,0.6489623163909084,0.24672149761246076,0.13220860050361027,0.11451289710885049,True,0.2948271846044739,0.28230048598530544,0.0005517736865989775,0.09948878698597041,-0.03271981351763986,False,-0.14723271062649035,-0.14723271062649035
1,120,14763,3,2011-07-11,2012-07-10,0.49795819293452004,0.9042022789542056,0.6792806398019955,0.4783341920747064,0.31576107697218636,0.16257311510252004,True,0.3045339957366704,0.49191812383464745,0.06962613082319646,0.2873220376742507,-0.028439039297935675,False,-0.1910121544004557,-0.1910121544004557
1,120,19685,4,2024-12-31,2025-12-31,0.51089437558082,0.7630848037478236,0.771224576420861,0.14177067548744682,0.007502953991300743,0.13426772149614608,True,0.3518039014254435,0.6417118214704738,0.53496502911648,0.021469443378367092,0.01396648938706635,True,-0.12030123210907973,-0.12030123210907973
