date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
1950-01-03,1950,False,False,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0
1950-01-04,1950,False,False,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0
1950-01-05,1950,False,False,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
1950-01-06,1950,False,True,0.19047619047619047,0.19047619047619047,0.0,0.0,0.0
1950-01-09,1950,False,False,0.23809523809523808,0.23955466943964496,0.0,0.006129611646508826,-0.006092268407126844
1950-01-10,1950,False,False,0.2857142857142857,0.28770477852994947,0.0,0.006966724854823303,-0.006918525392015873
1950-01-11,1950,False,False,0.3333333333333333,0.33682672888313975,0.0,0.010480186649419299,-0.010371491482846218
1950-01-12,1950,False,False,0.38095238095238093,0.3850145465216349,0.0,0.010663184619291721,-0.01055068076246235
1950-01-13,1950,False,False,0.42857142857142855,0.43485990376309813,0.0,0.014673108780562272,-0.014460922097557671
1950-01-16,1950,False,True,0.47619047619047616,0.48080013970176894,0.0,0.009680293373714788,-0.009587483718603074
1950-01-17,1950,False,False,0.5238095238095237,0.5367668123797935,0.0,0.024736641815969573,-0.024139511369607125
1950-01-18,1950,False,False,0.5714285714285714,0.5901735327398135,0.0,0.032803682294673786,-0.031761778987649314
1950-01-19,1950,False,True,0.6190476190476191,0.6351470205092068,0.0,0.026006725437949463,-0.025347519458850054
1950-01-20,1950,False,False,0.6666666666666666,0.6869793061820586,0.0,0.030468959273087792,-0.029568051515672322
1950-01-23,1950,False,False,0.7142857142857142,0.7375238917772252,0.0,0.032533448488115235,-0.031508372475247626
1950-01-24,1950,False,False,0.7619047619047619,0.7747934547252762,0.0,0.016916409326924953,-0.01663500477696256
1950-01-25,1950,False,False,0.8095238095238095,0.8262120558380521,0.0,0.020614892505829152,-0.02019850254704303
1950-01-26,1950,False,False,0.8571428571428571,0.8705203917097195,0.0,0.015607123661339317,-0.015367284551012883
1950-01-27,1950,False,False,0.9047619047619047,0.916853681615756,0.0,0.013364595470046092,-0.013188338658947418
1950-01-30,1950,False,False,0.9523809523809523,0.9610846400684903,0.0,0.009138872071914772,-0.009056109446216598
1950-01-31,1950,False,False,1.0,1.0063685393486597,0.0,0.006368539348659663,-0.006328237717746488
1950-02-01,1950,False,False,1.05,1.057007715634927,0.0,0.006674014890406532,-0.0066297677219105955
1950-02-02,1950,False,False,1.0999999999999999,1.1077963101724955,0.0,0.007087554702268628,-0.007037674797166993
1950-02-03,1950,False,False,1.15,1.1487899875557266,0.0,-0.0010521847341506962,0.0010532929929585322
1950-02-06,1950,False,False,1.2,1.1974244051355027,0.0,-0.0021463290537476754,0.0021509456909771796
1950-02-07,1950,True,False,1.25,1.2398056110730034,0.0,-0.008155511141597294,0.00822257040615737
1950-02-08,1950,False,False,1.2854202080644803,1.2827040483414611,-0.011215224565784387,-0.013304578198876094,0.002117526429055161
1950-02-09,1950,False,False,1.3317736251968244,1.3309278613351612,-0.013501018372722773,-0.014127510122102893,0.000635469349041129
