date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,dip_window
1950-01-03,199.31809269477029,Dow Jones,1950,1,3,195001,19501,195001,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
1950-01-04,199.8863981089121,Dow Jones,1950,1,4,195001,19501,195001,1.0028512485066374,False,0.0,0.0,0.0,1.0028512485066374,1.0028512485066374,1.0,0.002851248506637427,0
1950-01-05,201.1109838770042,Dow Jones,1950,1,5,195001,19501,195001,1.0061264086985293,False,0.0,0.0,0.0,1.0089951251188194,1.0089951251188194,1.0,0.008995125118819391,0
1950-01-06,199.32993091932792,Dow Jones,1950,1,6,195001,19501,195001,0.9911439299667215,False,0.0,0.0,0.0,1.0000593936275306,1.0000593936275306,1.0,5.9393627530601734e-05,0
1950-01-09,200.8571997519041,Dow Jones,1950,1,9,195001,19501,195002,1.007662014558136,False,0.0,0.0,0.0,1.0077218632605054,1.0077218632605054,1.0,0.0077218632605053905,0
1950-01-10,201.4129460953968,Dow Jones,1950,1,10,195001,19501,195002,1.0027668729036308,False,0.0,0.0,0.0,1.010510101578357,1.010510101578357,1.0,0.010510101578357078,0
1950-01-11,202.9857069608162,Dow Jones,1950,1,11,195001,19501,195002,1.007808638401399,False,0.0,0.0,0.0,1.0184008095625434,1.0184008095625434,1.0,0.01840080956254342,0
1950-01-12,203.58091462641488,Dow Jones,1950,1,12,195001,19501,195002,1.00293226392395,False,0.0,0.0,0.0,1.021387029516545,1.021387029516545,1.0,0.02138702951654503,0
1950-01-13,205.91070787843088,Dow Jones,1950,1,13,195001,19501,195002,1.011444065158521,False,0.0,0.0,0.0,1.0330758492344005,1.0330758492344005,1.0,0.033075849234400545,0
1950-01-16,204.1538614429815,Dow Jones,1950,1,16,195001,19501,195003,0.9914679209568518,False,0.0,0.0,0.0,1.0242615644311652,1.0242615644311652,1.0,0.024261564431165228,0
1950-01-17,207.69836933502455,Dow Jones,1950,1,17,195001,19501,195003,1.0173619439132333,False,0.0,0.0,0.0,1.0420447362652998,1.0420447362652998,1.0,0.04204473626529981,0
1950-01-18,210.15588887645131,Dow Jones,1950,1,18,195001,19501,195003,1.0118321561661503,False,0.0,0.0,0.0,1.0543743723169057,1.0543743723169057,1.0,0.05437437231690567,0
1950-01-19,209.0325504778384,Dow Jones,1950,1,19,195001,19501,195003,0.994654737468369,False,0.0,0.0,0.0,1.0487384644902482,1.0487384644902482,1.0,0.04873846449024821,0
1950-01-20,210.41916470685723,Dow Jones,1950,1,20,195001,19501,195003,1.006633484717328,False,0.0,0.0,0.0,1.0556952550669183,1.0556952550669183,1.0,0.0556952550669183,0
1950-01-23,211.38198535297732,Dow Jones,1950,1,23,195001,19501,195004,1.0045757269660367,False,0.0,0.0,0.0,1.0605258283134449,1.0605258283134449,1.0,0.060525828313444885,0
1950-01-24,207.97587762192745,Dow Jones,1950,1,24,195001,19501,195004,0.9838864805562207,False,0.0,0.0,0.0,1.043437024758286,1.043437024758286,1.0,0.043437024758286036,0
1950-01-25,209.22634457182235,Dow Jones,1950,1,25,195001,19501,195004,1.006012557630208,False,0.0,0.0,0.0,1.049710750003138,1.049710750003138,1.0,0.04971075000313796,0
1950-01-26,208.13675980151675,Dow Jones,1950,1,26,195001,19501,195004,0.9947923156018644,False,0.0,0.0,0.0,1.0442441877077915,1.0442441877077915,1.0,0.04424418770779148,0
1950-01-27,207.7136054681597,Dow Jones,1950,1,27,195001,19501,195004,0.9979669409009703,False,0.0,0.0,0.0,1.0421211775603632,1.0421211775603632,1.0,0.042121177560363154,0
1950-01-30,206.59855509901365,Dow Jones,1950,1,30,195001,19501,195005,0.9946317894456992,False,0.0,0.0,0.0,1.0365268516561232,1.0365268516561232,1.0,0.03652685165612324,0
1950-01-31,205.83003694926543,Dow Jones,1950,1,31,195001,19501,195005,0.9962801378287477,False,0.0,0.0,0.0,1.0326711146311605,1.0326711146311605,1.0,0.03267111463116046,0
1950-02-01,206.0403955670486,Dow Jones,1950,2,1,195002,19501,195005,1.0010220015547828,False,0.0,0.0,0.0,1.033726506115893,1.033726506115893,1.0,0.033726506115892896,0
1950-02-02,206.29992906426736,Dow Jones,1950,2,2,195002,19501,195005,1.0012596243397054,False,0.0,0.0,0.0,1.035028613183595,1.035028613183595,1.0,0.03502861318359507,1
1950-02-03,203.3358679473623,Dow Jones,1950,2,3,195002,19501,195005,0.9856322727285975,False,0.0,0.0,0.0,1.0201576043512752,1.0201576043512752,1.0,0.020157604351275227,1
1950-02-06,202.88644259076025,Dow Jones,1950,2,6,195002,19501,195006,0.997789738912574,False,0.0,0.0,0.0,1.0179027896953359,1.0179027896953359,1.0,0.017902789695335874,1
1950-02-07,200.37902949894905,Dow Jones,1950,2,7,195002,19501,195006,0.9876412979606091,False,0.0,0.0,0.0,1.0053228324124264,1.0053228324124264,1.0,0.00532283241242637,1
1950-02-08,198.0418418522802,Dow Jones,1950,2,8,195002,19501,195006,0.9883361664515842,False,0.0,0.0,0.0,0.9935969142327459,0.9935969142327459,1.0,-0.006403085767254124,1
1950-02-09,197.45728286347352,Dow Jones,1950,2,9,195002,19501,195006,0.9970483056341057,False,0.0,0.0,0.0,0.9906641198190351,0.9906641198190351,1.0,-0.009335880180964873,1
1950-02-10,199.13592350837783,Dow Jones,1950,2,10,195002,19501,195006,1.0085012850402937,False,0.0,0.0,0.0,0.9990860378808084,0.9990860378808084,1.0,-0.0009139621191915914,1
1950-02-13,200.4010805290196,Dow Jones,1950,2,13,195002,19501,195007,1.0063532335017822,False,0.0,0.0,0.0,1.0054334647678356,1.0054334647678356,1.0,0.005433464767835572,1
1950-02-14,199.3209838845953,Dow Jones,1950,2,14,195002,19501,195007,0.9946103252458867,False,0.0,0.0,0.0,1.0000145054058356,1.0000145054058356,1.0,1.450540583558535e-05,1
1950-02-15,198.0476209804896,Dow Jones,1950,2,15,195002,19501,195007,0.9936114959936031,False,0.0,0.0,0.0,0.9936259087315954,0.9936259087315954,1.0,-0.0063740912684046025,1
1950-02-16,196.56381124569893,Dow Jones,1950,2,16,195002,19501,195007,0.9925078133862721,False,0.0,0.0,0.0,0.9861814779991434,0.9861814779991434,1.0,-0.013818522000856648,1
1950-02-17,196.89747264615227,Dow Jones,1950,2,17,195002,19501,195007,1.0016974711587998,False,0.0,0.0,0.0,0.9878554926153895,0.9878554926153895,1.0,-0.012144507384610481,1
1950-02-20,198.72487395850763,Dow Jones,1950,2,20,195002,19501,195008,1.0092809790181483,False,0.0,0.0,0.0,0.9970237587153155,0.9970237587153155,1.0,-0.0029762412846845443,1
