horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage_theoretical,mean_relative_advantage_theoretical,median_relative_advantage_theoretical,annual_return_btd_theoretical,annual_return_dca,annual_alpha_theoretical,theoretical_win,final_relative_advantage_implementable,mean_relative_advantage_implementable,median_relative_advantage_implementable,annual_return_btd_implementable,annual_alpha_implementable,implementable_win,implementable_minus_theoretical_annual_alpha,implementable_minus_theoretical_annual_return
1,15,0,0,1950-01-03,1951-01-03,0.058377310620939094,0.05817040154190039,0.04204473626529981,0.12171733041584809,0.1039945811133296,0.017722749302518492,True,0.03774428700200394,0.00014977891667461882,0.0,0.09983466471415992,-0.004159916399169683,False,-0.021882665701688175,-0.021882665701688175
1,15,6847,1,1968-10-02,1969-10-02,0.06100443835993952,0.08674445393487952,0.0326117398941268,0.21227118255859168,0.1901614422205653,0.022109740338026374,True,0.035013427906437355,0.00013894217423189426,0.0,0.18255456114862456,-0.007606881071940741,False,-0.029716621409967114,-0.029716621409967114
1,15,13695,2,1987-07-03,1988-07-02,0.058568328025305094,0.12359617033889836,0.06351809566912059,0.20514219569926073,0.18583471258722373,0.019307483112037005,True,0.035157495755105295,0.00014006970420360674,0.0,0.17839929715125913,-0.0074354154359645985,False,-0.026742898548001603,-0.026742898548001603
1,15,20543,3,2006-04-02,2007-04-02,0.06111848278290566,0.07699262601197177,0.020707022320987978,0.048270086970024995,0.028988420942071436,0.01928166602795356,True,0.041370230023330734,0.004028071910965815,0.0013112992277706237,0.02869458681407777,-0.00029383412799366404,False,-0.019575500155947223,-0.019575500155947223
1,15,27391,4,2024-12-31,2025-12-31,0.06517541998110099,0.06954604580104526,0.01979115982033086,-0.15682336341470637,-0.1754451386390674,0.018621775224361037,True,0.05112465502892016,0.005324273029559832,0.0006302147075101239,-0.16795330247562978,0.007491836163437626,True,-0.01112993906092341,-0.01112993906092341
1,30,0,0,1950-01-03,1951-01-03,0.11146003316462405,0.11718167396611497,0.11146003316462405,0.1281583151533483,0.09958974262391318,0.02856857252943512,True,0.07401972645521337,0.023720019769483545,0.0006532976272999313,0.09012992956468069,-0.009459813059232491,False,-0.03802838558866761,-0.03802838558866761
1,30,6847,1,1968-10-02,1969-10-02,0.11686168597002222,0.2160941715746146,0.12533461039473393,0.2203045631267302,0.1836461291717706,0.0366584339549596,True,0.07116602782116521,0.002119585870063093,-0.00232314606044981,0.1703431205563457,-0.013303008615424883,False,-0.049961442570384484,-0.049961442570384484
1,30,13695,2,1987-07-03,1988-07-02,0.11097759201598478,0.25108111092352453,0.15258099425151583,0.2073393916254176,0.1771955118181332,0.03014387980728439,True,0.07099385907100997,0.015757385115945717,0.00021025918110084696,0.16374113884646824,-0.013454372971664963,False,-0.043598252778949353,-0.043598252778949353
1,30,20543,3,2006-04-02,2007-04-02,0.1145317779875541,0.15528956136074168,0.04409237353857365,0.05349027541014806,0.023900696243052577,0.02958957916709548,True,0.08497902288240944,0.07812777903877428,0.012015764985296884,0.02546144722340582,0.0015607509803532427,True,-0.02802882818674224,-0.02802882818674224
1,30,27391,4,2024-12-31,2025-12-31,0.12265814932535801,0.15485677893403232,0.03368327771726087,-0.1417731736121658,-0.17185563305967466,0.03008245944750887,True,0.10054802967192655,0.02522515919346091,0.002017100869652344,-0.1586869294418084,0.013168703617866262,True,-0.016913755829642607,-0.016913755829642607
