date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return
1990-12-19,100.0902499938716,Shanghai Composite,1990,12,19,199012,19904,199051,1.0,False,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0
1990-12-20,100.8411562136639,Shanghai Composite,1990,12,20,199012,19904,199051,1.007502291380412,False,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0
1990-12-21,100.70799355491518,Shanghai Composite,1990,12,21,199012,19904,199051,0.9986794810397992,False,0.1111111111111111,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
1990-12-24,100.60467258806818,Shanghai Composite,1990,12,24,199012,19904,199052,0.9989740539633465,False,0.1111111111111111,0.4444444444444444,0.0,0.0,0.4444444444444444,0.0,0.0
1990-12-25,101.33721874361868,Shanghai Composite,1990,12,25,199012,19904,199052,1.0072814327277815,False,0.1111111111111111,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0
1990-12-26,102.08663228596188,Shanghai Composite,1990,12,26,199012,19904,199052,1.0073952448235155,False,0.1111111111111111,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0
1990-12-27,102.60358240593156,Shanghai Composite,1990,12,27,199012,19904,199052,1.005063837530869,False,0.1111111111111111,0.7777777777777777,0.0,0.0,0.7777777777777777,0.0,0.0
1990-12-28,100.60491638815904,Shanghai Composite,1990,12,28,199012,19904,199052,0.9805205045388651,False,0.1111111111111111,0.8888888888888888,0.0,0.0,0.8888888888888888,0.0,0.0
1990-12-31,99.82756118600156,Shanghai Composite,1990,12,31,199012,19904,199101,0.9922731887261032,True,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.0
1991-01-01,99.42188419908273,Shanghai Composite,1991,1,1,199101,19911,199101,0.9959362226012617,False,0.043478260869565216,0.043478260869565216,0.0,0.9959362226012617,1.039414483470827,1.0,-0.00389445334045746
1991-01-02,100.4787244472054,Shanghai Composite,1991,1,2,199101,19911,199101,1.0106298553546464,False,0.043478260869565216,0.08695652173913043,0.0,1.0065228805899662,1.0934794023290966,1.0,0.006001050142768971
1991-01-03,100.56480858180312,Shanghai Composite,1991,1,3,199101,19911,199101,1.0008567399225192,False,0.043478260869565216,0.13043478260869565,0.0,1.0073852089246966,1.1378199915333922,1.0,0.006533069433385386
1991-01-04,100.03380715300176,Shanghai Composite,1991,1,4,199101,19911,199101,0.9947198086856653,False,0.043478260869565216,0.17391304347826086,0.0,1.0020660222943432,1.1759790657726041,1.0,0.0017599449174037218
1991-01-07,100.58614520513628,Shanghai Composite,1991,1,7,199101,19911,199102,1.0055215138547082,False,0.043478260869565216,0.21739130434782608,0.0,1.0075989437197739,1.2249902480676,1.0,0.00624198948409993
1991-01-08,101.06835289592247,Shanghai Composite,1991,1,8,199101,19911,199102,1.0047939772401335,False,0.043478260869565216,0.2608695652173913,0.0,1.012429350123149,1.2732989153405403,1.0,0.00985776044249742
1991-01-09,99.48781654600424,Shanghai Composite,1991,1,9,199101,19911,199102,0.984361708639441,False,0.043478260869565216,0.30434782608695654,0.0,0.9965966849639416,1.3009445110508981,1.0,-0.00260920819431143
1991-01-10,100.26690021781602,Shanghai Composite,1991,1,10,199101,19911,199102,1.0078309455253902,False,0.043478260869565216,0.34782608695652173,0.0,1.0044009793146786,1.3522270662712004,1.0,0.003265242717342298
1991-01-11,99.69442046640611,Shanghai Composite,1991,1,11,199101,19911,199102,0.9942904413104796,False,0.043478260869565216,0.3913043478260869,0.0,0.9986662929754698,1.3899706408015566,1.0,-0.0009586019238811971
1991-01-14,100.01367239953692,Shanghai Composite,1991,1,14,199101,19911,199103,1.003202304919746,False,0.043478260869565216,0.43478260869565216,0.0,1.0018643269586496,1.4366469356543017,1.0,0.001299379395422351
1991-01-15,100.68406457260971,Shanghai Composite,1991,1,15,199101,19911,199103,1.0067030052690666,False,0.043478260869565216,0.4782608695652174,0.0,1.0085798288211434,1.4868406983863607,1.0,0.0058040018495970624
1991-01-16,99.36391590430462,Shanghai Composite,1991,1,16,199101,19911,199103,0.9868882064514484,False,0.043478260869565216,0.5217391304347826,0.0,0.9953555383284071,1.5170946687631897,1.0,-0.003052074812761152
1991-01-17,101.07849006613289,Shanghai Composite,1991,1,17,199101,19911,199103,1.0172555011165174,False,0.043478260869565216,0.5652173913043478,0.0,1.0125308969313649,1.5777482882357128,1.0,0.008005850817261129
1991-01-18,99.68124391747077,Shanghai Composite,1991,1,18,199101,19911,199103,0.9861766222690115,False,0.043478260869565216,0.6086956521739131,0.0,0.998534299878786,1.6072299520526991,1.0,-0.000911110886160027
1991-01-21,100.90997239947812,Shanghai Composite,1991,1,21,199101,19911,199104,1.0123265765325387,False,0.043478260869565216,0.6521739130434783,0.0,1.0108428093466066,1.663016722390085,1.0,0.006562753025577628
1991-01-22,101.84350727802322,Shanghai Composite,1991,1,22,199101,19911,199104,1.009251165730672,False,0.043478260869565216,0.6956521739130435,0.0,1.02019428370353,1.7158464576165735,1.0,0.011909449363620261
1991-01-23,101.61749484501776,Shanghai Composite,1991,1,23,199101,19911,199104,0.9977807870226968,False,0.043478260869565216,0.7391304347826086,0.0,1.0179302553097647,1.7570606900923733,1.0,0.010309896803114782
1991-01-24,103.39092812155242,Shanghai Composite,1991,1,24,199101,19911,199104,1.0174520468078792,False,0.043478260869565216,0.7826086956521738,0.0,1.035695221772587,1.8183039174247608,1.0,0.02002414879925607
1991-01-25,102.5230709832318,Shanghai Composite,1991,1,25,199101,19911,199104,0.9916060610530518,False,0.043478260869565216,0.8260869565217391,0.0,1.0270016593133822,1.8530886158351212,1.0,0.014786622957328133
1991-01-28,100.60597627906766,Shanghai Composite,1991,1,28,199101,19911,199105,0.9813008458898222,False,0.043478260869565216,0.8695652173913043,0.0,1.0077975970144728,1.8773628144057772,1.0,0.004170807705415891
