date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
2004-05-01,2004,True,True,1.0,1.0,0.0,0.0,0.0
2004-06-01,2004,False,True,1.016587211649258,2.016587211649258,0.016587211649258027,0.008293605824629013,-0.49588730614936005
2004-07-01,2004,True,True,1.9977630574613572,2.979246048814984,-0.0011184712693214083,-0.006917983728338739,-0.3294400580791299
2004-08-01,2004,True,True,2.9743545047373217,3.944337085036176,-0.00854849842089278,-0.013915728740956035,-0.24591777005538507
2004-09-01,2004,True,True,4.026679114480852,5.013725551791815,0.006669778620213007,0.00274511035836289,-0.19686886071340903
2004-10-01,2004,True,True,5.070038618410062,6.067713626476263,0.014007723682012418,0.011285604412710537,-0.1644235488822149
2004-11-01,2004,True,True,6.201061906372572,7.224519491202625,0.033510317728761896,0.03207421302894642,-0.14166445063596667
2004-12-01,2004,True,True,7.314513086357933,8.356695281975151,0.04493044090827625,0.044586910246893874,-0.12471224095787448
2005-01-01,2005,True,True,8.484394466172006,9.550781601655872,0.060549308271500735,0.061197955739541454,-0.11165443625043014
2005-02-01,2005,True,True,9.730156249478071,10.827432708313896,0.08112847216423003,0.08274327083138955,-0.10134225613734604
2005-03-01,2005,True,True,10.652841985406708,11.74139966113951,0.06528419854067069,0.06739996919450086,-0.09271106572886711
2005-04-01,2005,True,True,11.403778433103767,12.46688561947645,0.03670713028216066,0.03890713495637077,-0.08527447983575298
2005-05-01,2005,True,True,12.903913394872257,14.01364522194024,0.07532611623935481,0.07797270938001843,-0.07918937646077628
2005-06-01,2005,True,True,14.320542644171045,15.466104434125947,0.10158020339777263,0.10472174529471046,-0.07406918754713832
2005-07-01,2005,True,True,15.79336058910418,16.97674511977351,0.12809718493601285,0.13178300798490072,-0.06970620824665585
2005-08-01,2005,True,True,16.781725074299132,17.964237764668926,0.11878167161994213,0.12276486029180789,-0.06582593182414309
2005-09-01,2005,True,True,18.522943635724907,19.757685781132434,0.1576839772328067,0.16221681065484894,-0.062494269778631706
2005-10-01,2005,True,True,19.0801129006185,20.285335884133033,0.12235958238932354,0.12696310467405736,-0.05941350887156105
2005-11-01,2005,True,True,20.683493284114036,21.926829664010366,0.1490829602285575,0.1540436665268614,-0.05670388282064698
2005-12-01,2005,True,True,22.412840589998158,23.700019855935484,0.17962318894727147,0.18500099279677418,-0.05431131592976124
2006-01-01,2006,True,True,24.208781611005428,25.541672118899594,0.21043908055027138,0.21627010089998078,-0.05218493533584645
2006-02-01,2006,True,True,25.724567722258598,27.08585645451778,0.22497941534564747,0.2311752933871718,-0.050258286443518596
2006-03-01,2006,True,True,27.23924717492669,28.627771635583986,0.23814759886030412,0.24468572328626026,-0.04850270843055693
2006-04-01,2006,True,True,28.4054004358657,29.802394582397582,0.23501741025503042,0.24176644093323252,-0.046875231541192997
2006-05-01,2006,True,True,27.91793054908519,29.241770059770044,0.163247106211883,0.1696708023908018,-0.045272208487342924
2006-06-01,2006,True,True,29.075531968170505,30.40684477581619,0.16302127872682015,0.16949402983908413,-0.04378332633527737
2006-07-01,2006,True,True,30.563358644939214,31.91700809988698,0.17551379403612355,0.1821114111069253,-0.04241153966284705
