date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
1950-09-07,1950,False,False,0.0,0.0,0.0,0.0,
1950-09-08,1950,False,False,0.0,0.0,0.0,0.0,
1950-09-11,1950,False,False,0.0,0.0,0.0,0.0,
1950-09-12,1950,False,False,0.0,0.0,0.0,0.0,
1950-09-13,1950,False,True,0.0,1.0,0.0,0.0,-1.0
1950-09-14,1950,False,False,0.0,1.0081928540507923,0.0,0.008192854050792286,-1.0
1950-09-15,1950,False,False,0.0,1.018727693478377,0.0,0.018727693478377105,-1.0
1950-09-18,1950,False,False,0.0,1.0074931008100205,0.0,0.007493100810020525,-1.0
1950-09-19,1950,False,False,0.0,1.0009816845920159,0.0,0.0009816845920158634,-1.0
1950-09-20,1950,False,False,0.0,1.0352448102479714,0.0,0.035244810247971436,-1.0
1950-09-21,1950,False,False,0.0,1.0229889344523144,0.0,0.022988934452314425,-1.0
1950-09-22,1950,False,False,0.0,1.017103824322397,0.0,0.0171038243223971,-1.0
1950-09-25,1950,False,False,0.0,1.0319025922128091,0.0,0.03190259221280911,-1.0
1950-09-26,1950,False,False,0.0,1.041486634068802,0.0,0.04148663406880204,-1.0
1950-09-27,1950,False,False,0.0,1.0621453677010682,0.0,0.062145367701068155,-1.0
1950-09-28,1950,False,False,0.0,1.0729414166843925,0.0,0.07294141668439247,-1.0
1950-09-29,1950,False,False,0.0,1.0680256065322706,0.0,0.06802560653227063,-1.0
1950-10-02,1950,False,False,0.0,1.0698655613567414,0.0,0.06986556135674138,-1.0
1950-10-03,1950,False,False,0.0,1.0631449665331478,0.0,0.06314496653314783,-1.0
1950-10-04,1950,False,False,0.0,1.0737965521867925,0.0,0.07379655218679249,-1.0
1950-10-05,1950,False,False,0.0,1.0806911876106846,0.0,0.08069118761068461,-1.0
1950-10-06,1950,True,False,1.0,1.06516663011629,0.0,0.06516663011629009,-0.06117975185645408
1950-10-09,1950,False,False,1.0061330708139609,1.0716993724874615,0.006133070813960861,0.0716993724874615,-0.0611797518564543
1950-10-10,1950,False,False,0.9965881157798129,1.0615324048991264,-0.0034118842201871225,0.06153240489912637,-0.06117975185645408
1950-10-11,1950,False,False,0.9977510993479486,1.0627711761872782,-0.002248900652051411,0.06277117618727823,-0.06117975185645419
1950-10-12,1950,False,False,0.9934975565865614,1.0582404443780757,-0.006502443413438641,0.05824044437807574,-0.06117975185645408
1950-10-13,1950,False,False,0.9971769356058787,1.0621595961290027,-0.0028230643941212774,0.06215959612900268,-0.06117975185645419
1950-10-16,1950,False,False,0.9668863311147909,1.0298950550190453,-0.03311366888520906,0.029895055019045325,-0.06117975185645419
