date,year,investment_signal_a,investment_signal_b,wealth_a,wealth_b,wealth_return_a,wealth_return_b,relative_advantage
1950-01-03,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-04,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-05,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-06,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-07,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-09,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-10,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-11,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-12,1950,False,False,0.0,0.0,0.0,0.0,
1950-01-13,1950,False,True,0.0,1.0,0.0,0.0,-1.0
1950-01-14,1950,False,False,0.0,1.000508130081301,0.0,0.000508130081301017,-1.0
1950-01-16,1950,False,False,0.0,1.0020325203252034,0.0,0.002032520325203402,-1.0
1950-01-17,1950,False,False,0.0,1.0101626016260163,0.0,0.010162601626016343,-1.0
1950-01-18,1950,False,False,0.0,1.013719512195122,0.0,0.013719512195121908,-1.0
1950-01-19,1950,False,False,0.0,1.0152439024390245,0.0,0.015243902439024515,-1.0
1950-01-20,1950,False,False,0.0,1.016768292682927,0.0,0.0167682926829269,-1.0
1950-01-21,1950,False,False,0.0,1.016768292682927,0.0,0.0167682926829269,-1.0
1950-01-23,1950,False,False,0.0,1.0182926829268293,0.0,0.018292682926829285,-1.0
1950-01-24,1950,False,False,0.0,1.0142276422764227,0.0,0.014227642276422703,-1.0
1950-01-25,1950,False,False,0.0,1.008130081300813,0.0,0.008130081300812941,-1.0
1950-01-26,1950,False,False,0.0,1.0086382113821137,0.0,0.008638211382113736,-1.0
1950-01-27,1950,False,False,0.0,1.0116869918699187,0.0,0.011686991869918728,-1.0
1950-01-28,1950,False,False,0.0,1.016768292682927,0.0,0.0167682926829269,-1.0
1950-01-30,1950,False,False,0.0,1.0233739837398377,0.0,0.023373983739837678,-1.0
1950-01-31,1950,False,False,0.0,1.0254065040650409,0.0,0.025406504065040858,-1.0
1950-02-01,1950,True,False,1.0,1.0259146341463417,0.0,0.025914634146341653,-0.025260029717682153
1950-02-02,1950,False,False,1.0108964834076275,1.0370934959349596,0.0108964834076275,0.037093495934959586,-0.025260029717682264
1950-02-03,1950,False,False,1.0128776622090143,1.0391260162601628,0.012877662209014318,0.039126016260162766,-0.025260029717682264
1950-02-04,1950,False,False,1.0153541357107478,1.0416666666666667,0.01535413571074784,0.04166666666666674,-0.025260029717682153
1950-02-06,1950,False,False,1.013372956909361,1.0396341463414636,0.013372956909361022,0.03963414634146356,-0.025260029717682153
