date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,all_time_high,all_time_high_flag
1950-01-03,198.9,Dow Jones,1950,1,3,195001,19501,195001,1.0,False,0.04,0.04,0.0,0.0,0.04,0.0,0.0,198.9,True
1950-01-04,200.2,Dow Jones,1950,1,4,195001,19501,195001,1.0065359477124183,False,0.04,0.08,0.0,0.0,0.08,0.0,0.0,200.2,True
1950-01-05,200.6,Dow Jones,1950,1,5,195001,19501,195001,1.001998001998002,False,0.04,0.12,0.0,0.0,0.12,0.0,0.0,200.6,True
1950-01-06,201.0,Dow Jones,1950,1,6,195001,19501,195001,1.0019940179461615,False,0.04,0.16,0.0,0.0,0.16,0.0,0.0,201.0,True
1950-01-07,201.9,Dow Jones,1950,1,7,195001,19501,195001,1.0044776119402985,False,0.04,0.2,0.0,0.0,0.2,0.0,0.0,201.9,True
1950-01-09,202.0,Dow Jones,1950,1,9,195001,19501,195002,1.0004952947003467,False,0.04,0.24,0.0,0.0,0.24,0.0,0.0,202.0,True
1950-01-10,201.2,Dow Jones,1950,1,10,195001,19501,195002,0.996039603960396,False,0.04,0.28,0.0,0.0,0.28,0.0,0.0,202.0,False
1950-01-11,201.6,Dow Jones,1950,1,11,195001,19501,195002,1.0019880715705767,False,0.04,0.32,0.0,0.0,0.32,0.0,0.0,202.0,False
1950-01-12,197.9,Dow Jones,1950,1,12,195001,19501,195002,0.9816468253968255,False,0.04,0.36,0.0,0.0,0.36,0.0,0.0,202.0,False
1950-01-13,196.8,Dow Jones,1950,1,13,195001,19501,195002,0.9944416371905003,True,0.04,0.4,0.4,0.4,0.4,0.4,0.0,202.0,False
1950-01-14,196.9,Dow Jones,1950,1,14,195001,19501,195002,1.0005081300813008,False,0.04,0.04,0.0,0.40020325203252033,0.4402032520325203,0.4,0.0004619364375462176,202.0,False
1950-01-16,197.2,Dow Jones,1950,1,16,195001,19501,195003,1.0015236160487557,False,0.04,0.08,0.0,0.4008130081300813,0.4808130081300813,0.4,0.0016937669376693165,202.0,False
1950-01-17,198.8,Dow Jones,1950,1,17,195001,19501,195003,1.0081135902636917,False,0.04,0.12,0.0,0.40406504065040655,0.5240650406504066,0.4,0.007817385866166537,202.0,False
1950-01-18,199.5,Dow Jones,1950,1,18,195001,19501,195003,1.0035211267605633,False,0.04,0.16,0.0,0.4054878048780488,0.5654878048780488,0.4,0.009799651567944156,202.0,False
1950-01-19,199.8,Dow Jones,1950,1,19,195001,19501,195003,1.0015037593984963,False,0.04,0.2,0.0,0.40609756097560973,0.6060975609756097,0.4,0.010162601626016121,202.0,False
1950-01-20,200.1,Dow Jones,1950,1,20,195001,19501,195003,1.0015015015015014,False,0.04,0.24,0.0,0.4067073170731707,0.6467073170731708,0.4,0.010480182926829285,202.0,False
1950-01-21,200.1,Dow Jones,1950,1,21,195001,19501,195003,1.0,False,0.04,0.28,0.0,0.4067073170731707,0.6867073170731708,0.4,0.009863701578192163,202.0,False
1950-01-23,200.4,Dow Jones,1950,1,23,195001,19501,195004,1.0014992503748126,False,0.04,0.32,0.0,0.4073170731707317,0.7273170731707317,0.4,0.010162601626016343,202.0,False
