date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return
1950-01-03,16.063609855325677,S&P 500,1950,1,3,195001,19501,195001,1.0,False,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0
1950-01-04,16.3143196681779,S&P 500,1950,1,4,195001,19501,195001,1.0156073146142246,False,0.047619047619047616,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0
1950-01-05,16.031570221919786,S&P 500,1950,1,5,195001,19501,195001,0.9826686339357665,False,0.047619047619047616,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0
1950-01-06,16.310450740937625,S&P 500,1950,1,6,195001,19501,195001,1.0173957082904161,False,0.047619047619047616,0.19047619047619047,0.0,0.0,0.19047619047619047,0.0,0.0
1950-01-09,16.308931132432143,S&P 500,1950,1,9,195001,19501,195002,0.9999068322188259,False,0.047619047619047616,0.23809523809523808,0.0,0.0,0.23809523809523808,0.0,0.0
1950-01-10,16.185132827138208,S&P 500,1950,1,10,195001,19501,195002,0.9924091711290786,False,0.047619047619047616,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0
1950-01-11,16.061795904664077,S&P 500,1950,1,11,195001,19501,195002,0.9923796162940766,False,0.047619047619047616,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
1950-01-12,15.894853249088436,S&P 500,1950,1,12,195001,19501,195002,0.989606227313151,False,0.047619047619047616,0.38095238095238093,0.0,0.0,0.38095238095238093,0.0,0.0
1950-01-13,15.865372565033514,S&P 500,1950,1,13,195001,19501,195002,0.998145268560022,False,0.047619047619047616,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0
1950-01-16,16.004305023402242,S&P 500,1950,1,16,195001,19501,195003,1.0087569616029648,False,0.047619047619047616,0.47619047619047616,0.0,0.0,0.47619047619047616,0.0,0.0
1950-01-17,16.104172297458987,S&P 500,1950,1,17,195001,19501,195003,1.0062400256625148,False,0.047619047619047616,0.5238095238095237,0.0,0.0,0.5238095238095237,0.0,0.0
1950-01-18,16.21345166808197,S&P 500,1950,1,18,195001,19501,195003,1.0067857800205122,False,0.047619047619047616,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0
1950-01-19,15.947038908920211,S&P 500,1950,1,19,195001,19501,195003,0.9835684119201945,False,0.047619047619047616,0.6190476190476191,0.0,0.0,0.6190476190476191,0.0,0.0
1950-01-20,15.704441060908174,S&P 500,1950,1,20,195001,19501,195003,0.9847872793565245,False,0.047619047619047616,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0
1950-01-23,15.956425076299572,S&P 500,1950,1,23,195001,19501,195004,1.0160453985222462,False,0.047619047619047616,0.7142857142857142,0.0,0.0,0.7142857142857142,0.0,0.0
1950-01-24,16.117899552465314,S&P 500,1950,1,24,195001,19501,195004,1.0101197151237582,False,0.047619047619047616,0.7619047619047619,0.0,0.0,0.7619047619047619,0.0,0.0
1950-01-25,16.479918315540832,S&P 500,1950,1,25,195001,19501,195004,1.022460666285772,False,0.047619047619047616,0.8095238095238095,0.0,0.0,0.8095238095238095,0.0,0.0
1950-01-26,16.686845697225912,S&P 500,1950,1,26,195001,19501,195004,1.012556335396999,False,0.047619047619047616,0.8571428571428571,0.0,0.0,0.8571428571428571,0.0,0.0
1950-01-27,16.523057222839668,S&P 500,1950,1,27,195001,19501,195004,0.9901845754819035,False,0.047619047619047616,0.9047619047619047,0.0,0.0,0.9047619047619047,0.0,0.0
1950-01-30,16.743155324860727,S&P 500,1950,1,30,195001,19501,195005,1.0133206645146045,False,0.047619047619047616,0.9523809523809523,0.0,0.0,0.9523809523809523,0.0,0.0
1950-01-31,16.85510334491254,S&P 500,1950,1,31,195001,19501,195005,1.0066861961129625,True,0.047619047619047616,1.0,1.0,1.0,1.0,1.0,0.0
1950-02-01,16.89777116246608,S&P 500,1950,2,1,195002,19501,195005,1.0025314479941423,False,0.05,0.05,0.0,1.0025314479941423,1.0525314479941423,1.0,0.0024109028515639785
1950-02-02,16.766167156385457,S&P 500,1950,2,2,195002,19501,195005,0.9922117535611474,False,0.05,0.1,0.0,0.9947234860144643,1.0947234860144643,1.0,-0.004796830895941628
1950-02-03,16.773005830858935,S&P 500,1950,2,3,195002,19501,195005,1.000407885380701,False,0.05,0.15000000000000002,0.0,0.9951292191822494,1.1451292191822495,1.0,-0.0042354615806524665
1950-02-06,16.75473343240137,S&P 500,1950,2,6,195002,19501,195006,0.9989106068022735,False,0.05,0.2,0.0,0.9940451321800134,1.1940451321800134,1.0,-0.0049623898499887575
1950-02-07,16.91136975759483,S&P 500,1950,2,7,195002,19501,195006,1.0093487804998764,False,0.05,0.25,0.0,1.0033382419277352,1.2533382419277352,1.0,0.0026705935421882376
1950-02-08,16.93887255619104,S&P 500,1950,2,8,195002,19501,195006,1.0016262904182471,False,0.05,0.30000000000000004,0.0,1.004969961296843,1.304969961296843,1.0,0.003823047151417791
1950-02-09,17.21598979175076,S&P 500,1950,2,9,195002,19501,195006,1.016359839454512,False,0.05,0.35000000000000003,0.0,1.0214111085202666,1.3714111085202667,1.0,0.01586008038538278
1950-02-10,17.089662242870833,S&P 500,1950,2,10,195002,19501,195006,0.9926621965737654,False,0.05,0.4,0.0,1.0139161945885724,1.4139161945885723,1.0,0.009940138991837433
1950-02-13,17.17688799661934,S&P 500,1950,2,13,195002,19501,195007,1.0051040068849162,False,0.05,0.45,0.0,1.0190912298264805,1.4690912298264804,1.0,0.013166365397572655
