date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return,dip_window
1950-01-03,16.063609855325677,S&P 500,1950,1,3,195001,19501,195001,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-04,16.3143196681779,S&P 500,1950,1,4,195001,19501,195001,1.0156073146142246,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-05,16.031570221919786,S&P 500,1950,1,5,195001,19501,195001,0.9826686339357665,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-06,16.310450740937625,S&P 500,1950,1,6,195001,19501,195001,1.0173957082904161,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-09,16.308931132432143,S&P 500,1950,1,9,195001,19501,195002,0.9999068322188259,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-10,16.185132827138208,S&P 500,1950,1,10,195001,19501,195002,0.9924091711290786,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-11,16.061795904664077,S&P 500,1950,1,11,195001,19501,195002,0.9923796162940766,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-12,15.894853249088436,S&P 500,1950,1,12,195001,19501,195002,0.989606227313151,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-13,15.865372565033514,S&P 500,1950,1,13,195001,19501,195002,0.998145268560022,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-16,16.004305023402242,S&P 500,1950,1,16,195001,19501,195003,1.0087569616029648,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-17,16.104172297458987,S&P 500,1950,1,17,195001,19501,195003,1.0062400256625148,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-18,16.21345166808197,S&P 500,1950,1,18,195001,19501,195003,1.0067857800205122,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-19,15.947038908920211,S&P 500,1950,1,19,195001,19501,195003,0.9835684119201945,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1950-01-20,15.704441060908174,S&P 500,1950,1,20,195001,19501,195003,0.9847872793565245,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
1950-01-23,15.956425076299572,S&P 500,1950,1,23,195001,19501,195004,1.0160453985222462,False,0.0,0.0,0.0,1.0160453985222462,1.0160453985222462,1.0,0.01604539852224618,0
1950-01-24,16.117899552465314,S&P 500,1950,1,24,195001,19501,195004,1.0101197151237582,False,0.0,0.0,0.0,1.0263274885080969,1.0263274885080969,1.0,0.026327488508096852,0
1950-01-25,16.479918315540832,S&P 500,1950,1,25,195001,19501,195004,1.022460666285772,False,0.0,0.0,0.0,1.0493794877273916,1.0493794877273916,1.0,0.04937948772739165,0
1950-01-26,16.686845697225912,S&P 500,1950,1,26,195001,19501,195004,1.012556335396999,False,0.0,0.0,0.0,1.0625558485340278,1.0625558485340278,1.0,0.06255584853402785,0
1950-01-27,16.523057222839668,S&P 500,1950,1,27,195001,19501,195004,0.9901845754819035,False,0.0,0.0,0.0,1.0521264118064801,1.0521264118064801,1.0,0.052126411806480144,0
1950-01-30,16.743155324860727,S&P 500,1950,1,30,195001,19501,195005,1.0133206645146045,False,0.0,0.0,0.0,1.066141434765109,1.066141434765109,1.0,0.06614143476510903,0
1950-01-31,16.85510334491254,S&P 500,1950,1,31,195001,19501,195005,1.0066861961129625,False,0.0,0.0,0.0,1.0732698654821038,1.0732698654821038,1.0,0.07326986548210379,0
1950-02-01,16.89777116246608,S&P 500,1950,2,1,195002,19501,195005,1.0025314479941423,False,0.0,0.0,0.0,1.0759867923302517,1.0759867923302517,1.0,0.07598679233025174,0
1950-02-02,16.766167156385457,S&P 500,1950,2,2,195002,19501,195005,0.9922117535611474,False,0.0,0.0,0.0,1.0676067420266333,1.0676067420266333,1.0,0.0676067420266333,1
1950-02-03,16.773005830858935,S&P 500,1950,2,3,195002,19501,195005,1.000407885380701,False,0.0,0.0,0.0,1.0680422032090438,1.0680422032090438,1.0,0.06804220320904375,1
1950-02-06,16.75473343240137,S&P 500,1950,2,6,195002,19501,195006,0.9989106068022735,True,1.0,1.0,1.0,2.0668786852979832,2.0668786852979832,2.0,0.03343934264899162,1
1950-02-07,16.91136975759483,S&P 500,1950,2,7,195002,19501,195006,1.0093487804998764,False,0.0,0.0,0.0,2.0862014804467073,2.0862014804467073,2.0,0.04310074022335364,1
1950-02-08,16.93887255619104,S&P 500,1950,2,8,195002,19501,195006,1.0016262904182471,False,0.0,0.0,0.0,2.0895942499248905,2.0895942499248905,2.0,0.044797124962445256,1
