horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage_theoretical,mean_relative_advantage_theoretical,median_relative_advantage_theoretical,annual_return_btd_theoretical,annual_return_dca,annual_alpha_theoretical,theoretical_win,final_relative_advantage_implementable,mean_relative_advantage_implementable,median_relative_advantage_implementable,annual_return_btd_implementable,annual_alpha_implementable,implementable_win,implementable_minus_theoretical_annual_alpha,implementable_minus_theoretical_annual_return
1,15,0,0,1950-01-03,1951-01-03,0.06292371941328612,0.1058428421547534,0.02980399118381416,-0.12587720626007726,-0.14337034588016073,0.017493139620083475,True,0.048732066808282015,0.001813150522143005,0.00011328475581451336,-0.13755601869547995,0.005814327184680779,True,-0.011678812435402697,-0.011678812435402697
1,15,6847,1,1968-10-02,1969-10-02,0.06182137624738426,0.08183566012076747,0.026700638555708367,-0.021632102716108492,-0.04021535801745857,0.018583255301350077,True,0.04305646072022862,0.0025598077409441384,-0.00040764621161593073,-0.03893393347671348,0.0012814245407450908,True,-0.017301830760604986,-0.017301830760604986
1,15,13695,2,1987-07-03,1988-07-02,0.0608022467542193,0.08754020776701672,0.035183797993312727,0.005965106057586933,-0.012243027313863064,0.018208133371449997,True,0.042959596619164486,0.01068254937473035,0.0014054112729731116,-0.011012797918658057,0.001230229395205007,True,-0.01697790397624499,-0.01697790397624499
1,15,20543,3,2006-04-02,2007-04-02,0.05519357231877664,0.1342902990533814,0.06995180662936162,0.3942204066821473,0.37628641353735914,0.017933993144788163,True,0.02964141462475256,0.0007519881062917544,0.0,0.36034398633714915,-0.015942427200209996,False,-0.03387642034499816,-0.03387642034499816
1,15,27391,4,2024-12-31,2025-12-31,0.062035796136302945,0.08130395240009133,0.019656258594799025,-0.023415920542059876,-0.04215884880051912,0.018742928258459246,True,0.044434873973751676,0.00056399434260917,0.0,-0.03961166027161522,0.0025471885289038987,True,-0.016195739729555347,-0.016195739729555347
1,30,0,0,1950-01-03,1951-01-03,0.11659976066881139,0.1756516642035403,0.042190020793000826,-0.11278735991218569,-0.13923757674529436,0.026450216833108664,True,0.0953216582757408,0.022416456000458312,-0.0005829435273468908,-0.12970569382678732,0.00953188291850704,True,-0.016918333914601624,-0.016918333914601624
1,30,6847,1,1968-10-02,1969-10-02,0.11253248612716904,0.10881923641250787,0.039957887749108245,-0.010476509598259298,-0.03646476222535189,0.02598825262709259,True,0.08273277569969717,0.013444127238147145,-0.0016110356387073477,-0.03699927423190719,-0.0005345120065552988,False,-0.02652276463364789,-0.02652276463364789
1,30,13695,2,1987-07-03,1988-07-02,0.11613259897385153,0.19144256509074117,0.11978643258247879,0.012845002679923612,-0.01701968840539636,0.029864691085319972,True,0.0834231105256833,0.016261250627025287,-0.002138968125700691,-0.016937947840419687,8.174056497667337e-05,True,-0.0297829505203433,-0.0297829505203433
1,30,20543,3,2006-04-02,2007-04-02,0.11062853171332465,0.20361159288991265,0.1406709202128542,0.3921481640567881,0.357818207768843,0.03432995628794511,True,0.06289237117766344,0.007645273968414226,0.0,0.3321109627174301,-0.025707245051412864,False,-0.06003720133935797,-0.06003720133935797
1,30,27391,4,2024-12-31,2025-12-31,0.11607283340301744,0.1492005374657708,0.03199079050721698,-0.01032709416010913,-0.03937829850453611,0.029051204344426984,True,0.08483157563906918,0.047247213926468454,-0.00030573220132423806,-0.038048854930611054,0.0013294435739250599,True,-0.027721760770501924,-0.027721760770501924
1,45,0,0,1950-01-03,1951-01-03,0.16888979468693566,0.159143107763469,0.044793381574982805,-0.10488642039097917,-0.138518973173554,0.03363255278257482,True,0.14197328985168567,0.08774620776432869,0.0058687409416022795,-0.125512521992171,0.013006451181382994,True,-0.020626101601191826,-0.020626101601191826
1,45,6847,1,1968-10-02,1969-10-02,0.1768117036642307,0.212490669558553,0.08578429223841422,-0.004249054776923611,-0.04811851946906576,0.043869464692142146,True,0.13692768544510647,0.1535532032251829,0.012345819242912892,-0.0380193545577342,0.01009916491133156,True,-0.033770299780810586,-0.033770299780810586
1,45,13695,2,1987-07-03,1988-07-02,0.16260853829101762,0.1869794775197591,0.04117336537148697,0.01952251845064512,-0.01356881161119261,0.03309133006183773,True,0.12417672928993762,0.04753688885776172,0.0009136535783353938,-0.014293156220383407,-0.0007243446091907968,False,-0.03381567467102853,-0.03381567467102853
1,45,20543,3,2006-04-02,2007-04-02,0.17241005659233277,0.36155170135586645,0.2536616051910081,0.3974258928357943,0.34072655375834304,0.05669933907745128,True,0.09553704792688,0.012827801862840339,0.0,0.30549489533202023,-0.03523165842632281,False,-0.09193099750377409,-0.09193099750377409
1,45,27391,4,2024-12-31,2025-12-31,0.16461348162038814,0.20138957077753172,0.03483700074395002,-0.0047830070729367735,-0.038657377046842356,0.03387436997390558,True,0.13400530580919678,0.06497389374428116,0.012830725031883317,-0.03095681031717068,0.007700566729671676,True,-0.026173803244233906,-0.026173803244233906
1,60,0,0,1950-01-03,1951-01-03,0.22355203141617563,0.22890755610098962,0.0777603217183993,-0.09479417075863972,-0.13690713217137196,0.04211296141273224,True,0.19056512744021648,0.2770595896011117,0.2361518844816466,-0.11921496416968691,0.01769216800168505,True,-0.024420793411047192,-0.024420793411047192
1,60,6847,1,1968-10-02,1969-10-02,0.21741098921859203,0.16381327120201966,0.07336735854012155,0.00013243583553945726,-0.04158319604491645,0.041715631880455906,True,0.18080222382927635,0.11581187116402235,0.005437716531822678,-0.029962832476223,0.011620363568693448,True,-0.030095268311762458,-0.030095268311762458
1,60,13695,2,1987-07-03,1988-07-02,0.22598109205008332,0.37531569507620993,0.307517699407299,0.02624048759576092,-0.023576546430412737,0.04981703402617366,True,0.17131859017661633,0.1196663089265301,0.03038706894243659,-0.019669794922266837,0.0039067515081459,True,-0.045910282518027756,-0.045910282518027756
1,60,20543,3,2006-04-02,2007-04-02,0.22422352353001784,0.47524444546239136,0.38500812274584684,0.3946861497751011,0.32889521500247487,0.06579093477262621,True,0.13461298501401475,0.04104021582309162,0.0,0.2922607350819111,-0.03663447992056379,False,-0.10242541469319,-0.10242541469319
1,60,27391,4,2024-12-31,2025-12-31,0.22364766824343696,0.33471391375337817,0.05264202539357621,0.0018924806738493949,-0.04479335458133682,0.046685835255186214,True,0.18565136469268606,0.12494030043501489,0.013722811427253179,-0.029238927958231686,0.015554426623105133,True,-0.03113140863208108,-0.03113140863208108
1,90,0,0,1950-01-03,1951-01-03,0.3113641474203608,0.29023362800580477,0.05990346141197511,-0.08482775513631191,-0.12768108051406502,0.042853325377753104,True,0.263292184065403,0.36778142024560284,0.3690246960580881,-0.11839867447876373,0.009282406035301283,True,-0.03357091934245182,-0.03357091934245182
1,90,6847,1,1968-10-02,1969-10-02,0.32503876662607145,0.2580297287037312,0.07694241035950466,0.010035376322370393,-0.04720236154499513,0.057237737867365523,True,0.27315971545784423,0.38999477820037465,0.35757437950082793,-0.02953694114033978,0.017665420404655352,True,-0.03957231746271017,-0.03957231746271017
1,90,13695,2,1987-07-03,1988-07-02,0.3241212822259474,0.31217355366548644,0.08120399991301741,0.043582474543500505,-0.015029753758281306,0.05861222830178181,True,0.23961047595525997,0.2472441006979792,0.05420548396358882,-0.023244447501845622,-0.008214693743564316,False,-0.06682692204534613,-0.06682692204534613
1,90,20543,3,2006-04-02,2007-04-02,0.33361170473224044,0.6488990882468143,0.5976065666166774,0.38255452573281223,0.2955862161280398,0.08696830960477242,True,0.19770825460806196,0.03707165056179516,0.0,0.24120528421378862,-0.054380931914251196,False,-0.14134924151902362,-0.14134924151902362
1,90,27391,4,2024-12-31,2025-12-31,0.29298535356863,0.17541761635973555,0.04518872338336588,0.005107720633567903,-0.028329630571132358,0.03343735120470026,True,0.2571320164533968,0.25285254856897776,0.03383929550875742,-0.0227818472584983,0.005547783312634058,True,-0.027889567892066203,-0.027889567892066203
1,120,0,0,1950-01-03,1951-01-03,0.4128089649678912,0.22001547636940932,0.0998216277118551,-0.0629073054938103,-0.11565724067972816,0.05274993518591786,True,0.33016748221226955,0.569831342610714,0.5298346732631942,-0.11775845030755994,-0.0021012096278317793,False,-0.05485114481374964,-0.05485114481374964
1,120,6847,1,1968-10-02,1969-10-02,0.3843529223159454,0.20156906033279381,0.03747032325621258,0.009605460301940205,-0.027628020169950585,0.03723348047189079,True,0.32900772812619605,0.39145914045092783,0.48023353158030835,-0.03078475029977379,-0.0031567301298232042,False,-0.040390210601713994,-0.040390210601713994
1,120,13695,2,1987-07-03,1988-07-02,0.4279907658654609,0.4555292167933555,0.10416867020502485,0.030799994406934594,-0.03775545953854409,0.06855545394547868,True,0.3747243018509361,0.5971912600176362,0.5461387350850018,-0.00778012339982459,0.0299753361387195,True,-0.038580117806759184,-0.038580117806759184
1,120,20543,3,2006-04-02,2007-04-02,0.4899772372563511,0.8770230663835451,0.6707593003929784,0.3919873897052557,0.24517026618062632,0.1468171235246294,True,0.3461678482460706,0.21627233717937272,0.0,0.2571974918514126,0.01202722567078629,True,-0.1347898978538431,-0.1347898978538431
1,120,27391,4,2024-12-31,2025-12-31,0.40318441591827825,0.4513900677495725,0.06880113949583411,0.011083010773251134,-0.0392827075151011,0.050365718288352235,True,0.3646204462469971,0.6531949819354523,0.5674160326138646,-0.01672353403432969,0.02255917348077141,True,-0.027806544807580824,-0.027806544807580824
2,15,0,0,1950-01-03,1952-01-03,0.03780518161437052,0.0688011444732481,0.03359468945352284,0.12670707768934641,0.11744993353734867,0.009257144151997743,True,0.016736023860784988,0.0008619215533966752,6.805415393040803e-05,0.11520359347322207,-0.0022463400641266063,False,-0.011503484216124349,-0.011503484216124349
2,15,6756,1,1968-07-03,1970-07-03,0.039679473703201795,0.060698589633281515,0.024638523733506723,0.019234626857543846,0.009948283386667311,0.009286343470876535,True,0.020336339662326175,0.0002849974871527046,-0.0006284034165172647,0.009702237931131119,-0.0002460454555361924,False,-0.009532388926412727,-0.009532388926412727
2,15,13513,2,1987-01-02,1989-01-01,0.03806962669597991,0.04938761719570514,0.016952117888238583,-0.026198163933534135,-0.03434435700453897,0.008146193071004837,True,0.0219364978473493,0.00032579718682023383,0.0,-0.03382093775711792,0.0005234192474210531,True,-0.007622773823583784,-0.007622773823583784
2,15,20269,3,2005-07-02,2007-07-02,0.044950873043658746,0.0850937703775884,0.048442432967249704,0.18051996510762502,0.1667704152816636,0.013749549825961438,True,0.01489855462659051,0.0007270600679461926,-2.2396337170271785e-05,0.16336222087840047,-0.0034081944032631206,False,-0.01715774422922456,-0.01715774422922456
2,15,27026,4,2024-01-01,2025-12-31,0.042421444745156967,0.0834126328588077,0.042421444745156967,0.014416836885866813,0.003850614343431813,0.010566222542435,True,0.0206110887768296,0.00026371022819329505,-9.747504404566953e-05,0.0037412599171069427,-0.00010935442632487025,False,-0.01067557696875987,-0.01067557696875987
2,30,0,0,1950-01-03,1952-01-03,0.0703390492903122,0.12066431113176962,0.07414132620939196,0.13145668970043412,0.11618863026071735,0.015268059439716763,True,0.03503553835317397,0.013019401626611122,-8.824345643221321e-05,0.11262776146642639,-0.003560868794290961,False,-0.018828928234007725,-0.018828928234007725
2,30,6756,1,1968-07-03,1970-07-03,0.06818205987170445,0.11009170431644408,0.037718518219853614,0.02384571057810181,0.011049736264688859,0.01279597431341295,True,0.03886344207359138,0.003379401180796117,-0.002429768758400619,0.009687472234933825,-0.0013622640297550337,False,-0.014158238343167984,-0.014158238343167984
2,30,13513,2,1987-01-02,1989-01-01,0.06927158482683216,0.07074326906952848,0.026646190094342437,-0.021221031655709544,-0.03398138532214423,0.012760353666434687,True,0.041466565704381786,0.008456154079453644,0.0006056921804342696,-0.03407449300897303,-9.310768682879722e-05,False,-0.012853461353263484,-0.012853461353263484
