date,price
1990-12-19,100.0902499938716
1990-12-20,100.8411562136639
1990-12-21,100.70799355491518
1990-12-24,100.60467258806818
1990-12-25,101.33721874361869
1990-12-26,102.08663228596188
1990-12-27,102.60358240593155
1990-12-28,100.60491638815905
1990-12-31,99.82756118600156
1991-01-01,99.42188419908271
1991-01-02,100.47872444720541
1991-01-03,100.56480858180312
1991-01-04,100.03380715300175
1991-01-07,100.58614520513629
1991-01-08,101.06835289592249
1991-01-09,99.48781654600424
1991-01-10,100.26690021781602
1991-01-11,99.69442046640611
1991-01-14,100.01367239953692
1991-01-15,100.68406457260973
1991-01-16,99.36391590430462
1991-01-17,101.07849006613287
1991-01-18,99.68124391747075
1991-01-21,100.90997239947812
1991-01-22,101.84350727802322
1991-01-23,101.61749484501776
1991-01-24,103.39092812155242
1991-01-25,102.52307098323179
1991-01-28,100.60597627906766
1991-01-29,100.65869027086092
1991-01-30,99.3706862564452
1991-01-31,99.28932255924889
1991-02-01,99.68531053141781
1991-02-04,101.85326922778897
1991-02-05,101.54967502749412
1991-02-06,101.71855857564253
1991-02-07,102.68297642221017
1991-02-08,103.85351170128342
1991-02-11,103.70728621780209
1991-02-12,105.05423679068294
1991-02-13,103.61536070435251
1991-02-14,102.87855449402825
1991-02-15,101.91508308728694
1991-02-18,101.48290080179183
1991-02-19,102.36055285471359
1991-02-20,102.41041367682327
1991-02-21,103.80716141861231
1991-02-22,101.88126186560066
1991-02-25,101.09215595601717
1991-02-26,102.17971557589496
1991-02-27,102.00263261862274
1991-02-28,101.4980644020046
1991-03-01,98.81656414787466
1991-03-04,99.70945210610523
1991-03-05,98.22452261675821
1991-03-06,98.81701120676415
1991-03-07,97.42321992435618
1991-03-08,96.70977254191102
1991-03-11,98.77959899858762
1991-03-12,97.40977993729862
1991-03-13,96.18813464835884
1991-03-14,95.91621729422077
1991-03-15,93.52900061576031
1991-03-18,93.53344438236016
1991-03-19,93.58704652096668
1991-03-20,93.2161516554547
1991-03-21,92.1425609312708
1991-03-22,92.03064025189201
1991-03-25,91.18374519996185
1991-03-26,90.74976050350614
1991-03-27,89.72446283666451
1991-03-28,90.44986991462983
1991-03-29,89.9441777785201
1991-04-01,91.12980214458712
1991-04-02,90.04699426713263
1991-04-03,89.68799065953347
1991-04-04,88.81875755594285
1991-04-05,89.36269761140686
1991-04-08,90.76557849816399
1991-04-09,91.71888138757772
1991-04-10,93.77149085724788
1991-04-11,94.45437048936448
1991-04-12,92.44241328821373
1991-04-15,92.69529705733711
1991-04-16,94.02597902424898
1991-04-17,94.93039409885897
1991-04-18,95.04465685663472
1991-04-19,95.24587019271232
1991-04-22,95.4166259513538
1991-04-23,93.10782754078619
1991-04-24,92.04720243972886
1991-04-25,92.73743237143802
1991-04-26,94.25502540139759
1991-04-29,93.22781314429305
1991-04-30,92.49707809256304
1991-05-01,92.99286665208241
1991-05-02,93.51122759942244
1991-05-03,93.23854570852114
1991-05-06,92.19941936935452
1991-05-07,93.16786855933711
1991-05-08,94.33375096399264
1991-05-09,92.5110055179079
1991-05-10,90.6289271616228
1991-05-13,91.2873576720407
1991-05-14,91.47766183075828
1991-05-15,90.32066911222451
1991-05-16,89.96295244890142
1991-05-17,90.10845429940886
1991-05-20,91.40903430849178
1991-05-21,92.10760038067623
1991-05-22,92.8734984009152
1991-05-23,93.73118290150646
1991-05-24,93.90513993443174
1991-05-27,93.94293385934738
1991-05-28,93.80929057088491
1991-05-29,94.69356108224355
1991-05-30,94.02198095151661
1991-05-31,92.2792531858866
1991-06-03,93.53665872542996
1991-06-04,94.37992810452329
1991-06-05,97.51325513389722
1991-06-06,98.66466353160352
1991-06-07,98.25927222023284
1991-06-10,97.59216788675168
1991-06-11,100.17936606368072
1991-06-12,101.33920990593195
1991-06-13,99.29043307828317
1991-06-14,98.48327240655743
1991-06-17,98.38954377323643
1991-06-18,99.8912596714771
1991-06-19,99.08766315696796
1991-06-20,96.07986156818004
1991-06-21,96.91400108085995
1991-06-24,94.9820802901241
1991-06-25,94.5648864668233
1991-06-26,92.30724900260508
1991-06-27,91.63502001846037
1991-06-28,91.58677662457434
1991-07-01,89.24343576956177
1991-07-02,87.95472633132026
1991-07-03,88.33970144702411
1991-07-04,87.71682861891291
1991-07-05,88.61133380751485
1991-07-08,87.83979042908354
1991-07-09,86.42889933257248
1991-07-10,85.05694628761083
1991-07-11,85.68225259443248
1991-07-12,86.8441755102337
1991-07-15,87.06829769366917
1991-07-16,88.03601508227798
1991-07-17,89.03452695601376
1991-07-18,87.37926488452248
1991-07-19,86.28879897483263
1991-07-22,86.16355166854733
1991-07-23,86.38026048367374
1991-07-24,86.57621079347949
1991-07-25,86.45446597945595
1991-07-26,85.75340344514335
1991-07-29,85.88051139644607
1991-07-30,86.00961442761306
1991-07-31,85.6864009246961
1991-08-01,86.40867102449388
1991-08-02,86.08930824558607
1991-08-05,85.98162342355356
1991-08-06,86.30697896595596
1991-08-07,85.5894875160459
1991-08-08,87.41465267312955
1991-08-09,86.28157892598367
1991-08-12,86.85780806933458
1991-08-13,85.19155197209585
1991-08-14,85.00169959155546
1991-08-15,83.92129517236012
1991-08-16,83.29350306776651
1991-08-19,85.25527028048072
1991-08-20,84.80080098148642
1991-08-21,85.0787721867023
1991-08-22,84.41094299449838
1991-08-23,86.32156845020013
1991-08-26,89.69058375939755
1991-08-27,88.39101626478403
1991-08-28,86.4834479873012
1991-08-29,85.44959190014147
1991-08-30,86.85870694639273
1991-09-02,86.7318535180879
1991-09-03,84.2169021720921
1991-09-04,82.73753702751829
1991-09-05,82.98802557437614
1991-09-06,82.81395066626189
1991-09-09,84.44383637434844
1991-09-10,84.63371403169508
1991-09-11,84.20071850190118
1991-09-12,83.51671627413964
1991-09-13,82.66039691057306
1991-09-16,81.41116144490442
1991-09-17,81.14507914307426
1991-09-18,82.07525163992788
1991-09-19,81.24691376499703
1991-09-20,80.85519210267627
1991-09-23,81.0697332305416
1991-09-24,82.49910372486691
1991-09-25,82.68070273671583
1991-09-26,82.86658192938133
1991-09-27,83.65504308594713
1991-09-30,83.83089873503312
1991-10-01,84.02953921135305
1991-10-02,83.61345105319596
1991-10-03,85.11771703716555
1991-10-04,85.38775838118983
1991-10-07,84.60804244243289
1991-10-08,85.25693564487774
1991-10-09,85.41711479607079
1991-10-10,83.62008171801317
1991-10-11,83.90883484547135
1991-10-14,83.12875831452395
1991-10-15,82.78981956026341
1991-10-16,83.63127704177377
1991-10-17,84.69480851788981
1991-10-18,85.47403431925883
1991-10-21,85.74857115092436
1991-10-22,87.30324926466328
1991-10-23,86.04165572749022
1991-10-24,87.88125102420949
1991-10-25,88.94595479199698
1991-10-28,88.19305477993402
1991-10-29,86.30073411273521
1991-10-30,86.43076624393447
1991-10-31,86.37350155521116
1991-11-01,85.34250946553675
1991-11-04,84.5085328280137
1991-11-05,85.15156556801058
1991-11-06,85.77649240853506
1991-11-07,85.62305107494136
1991-11-08,86.18946030767634
1991-11-11,86.1697355609993
1991-11-12,84.5260736235573
1991-11-13,83.34406217497536
1991-11-14,83.60384919442023
1991-11-15,83.29696868371562
1991-11-18,83.5515228847351
1991-11-19,84.3959080798627
1991-11-20,83.20117103930552
1991-11-21,81.68545492549264
1991-11-22,82.1257404311281
1991-11-25,82.10077083798156
1991-11-26,82.35759478711704
1991-11-27,82.71639504451636
1991-11-28,86.65332088238027
1991-11-29,86.76732777109336
1991-12-02,87.01709112325837
1991-12-03,86.70298155149837
1991-12-04,86.00908563155237
1991-12-05,85.17891467921841
1991-12-06,86.55628170699431
1991-12-09,87.63021410120481
1991-12-10,86.26531156422168
1991-12-11,84.00122495912073
1991-12-12,85.0906311613052
1991-12-13,86.29540241153649
1991-12-16,85.96419273317635
1991-12-17,86.09833787124221
1991-12-18,86.24502595011857
1991-12-19,85.41270452979312
1991-12-20,84.15062815980508
1991-12-23,84.59634078910122
1991-12-24,85.73992074942453
1991-12-25,85.94356094537784
1991-12-26,87.40871719786742
1991-12-27,87.67084850693091
1991-12-30,86.74227590764842
1991-12-31,87.40599546385302
1992-01-01,87.08478488206268
1992-01-02,86.17049929125524
1992-01-03,87.07450208765638
1992-01-06,87.84233178554264
1992-01-07,86.87024610009698
1992-01-08,86.2924772469802
1992-01-09,86.22248761090961
1992-01-10,84.31788983381271
1992-01-13,83.97342037363926
1992-01-14,82.74042588645963
1992-01-15,82.55508518388076
1992-01-16,81.54366446235635
1992-01-17,82.12003822959876
1992-01-20,79.8578620144443
1992-01-21,82.08960912099418
1992-01-22,79.7862605734724
1992-01-23,81.63785554862417
1992-01-24,81.64272301826199
1992-01-27,80.8753145727273
1992-01-28,83.98473894848088
1992-01-29,83.67768691013742
1992-01-30,83.88730319433323
1992-01-31,82.40599497476391
1992-02-03,81.78138362842911
1992-02-04,81.19647356269041
1992-02-05,81.83975935071715
1992-02-06,82.38675318361057
1992-02-07,83.90637199172116
1992-02-10,83.73112999527429
1992-02-11,83.52564128178498
1992-02-12,81.36182391210677
1992-02-13,82.44159818940544
1992-02-14,81.4142976299798
1992-02-17,80.07443774381528
1992-02-18,82.04029484956583
1992-02-19,81.24134959194348
1992-02-20,79.72334957961814
1992-02-21,78.86314143503242
1992-02-24,78.19391835122282
1992-02-25,77.42710756578852
1992-02-26,78.069670997488
1992-02-27,77.98104622401249
1992-02-28,79.49813697352948
1992-03-02,79.94185048849566
1992-03-03,80.73917424198868
1992-03-04,78.65049437820355
1992-03-05,77.7264549060852
1992-03-06,77.97587072764452
1992-03-09,77.49123810614441
1992-03-10,77.2583777528559
1992-03-11,77.13855390235268
1992-03-12,77.78349728108272
1992-03-13,77.62551139993816
1992-03-16,77.1976156151073
1992-03-17,76.33209760038054
1992-03-18,76.79352268383853
1992-03-19,77.5395995939728
1992-03-20,77.70132958879982
1992-03-23,77.0982692838738
1992-03-24,76.60638196414644
1992-03-25,78.02423023681074
1992-03-26,78.46849147470397
1992-03-27,78.32889616072048
1992-03-30,78.44851055607064
1992-03-31,78.71212149650401
1992-04-01,79.35249809907789
1992-04-02,80.01523138426406
1992-04-03,77.68525772579281
1992-04-06,76.83436990958779
1992-04-07,77.11200174400204
1992-04-08,77.31581194967964
1992-04-09,76.64598964153303
1992-04-10,77.23872955238176
1992-04-13,77.1654806724413
1992-04-14,77.19849464471915
1992-04-15,76.17763674278275
1992-04-16,77.21998503713597
1992-04-17,78.72380718738866
1992-04-20,78.71126931786857
1992-04-21,79.51323465345398
1992-04-22,78.78071285892572
1992-04-23,78.44968869743806
1992-04-24,76.90351862581929
1992-04-27,75.97255628899238
1992-04-28,76.1340844153107
1992-04-29,74.77783020815163
1992-04-30,75.92544334240142
1992-05-01,77.02138031250871
1992-05-04,76.94462735364854
1992-05-05,77.98038067616604
1992-05-06,77.23949548577929
1992-05-07,76.31132205645073
1992-05-08,74.70019178977616
1992-05-11,75.07787374156405
1992-05-12,74.74927698279858
1992-05-13,76.82381787770885
1992-05-14,78.2649200495693
1992-05-15,78.50679706194927
1992-05-18,78.52606937113696
1992-05-19,79.02990163862445
1992-05-20,77.59616449192782
1992-05-21,77.91268309376214
1992-05-22,79.88846997297388
1992-05-25,79.69430175126368
1992-05-26,78.88694795649351
1992-05-27,79.58544381419227
1992-05-28,79.1711634817022
1992-05-29,79.40300396343115
1992-06-01,79.43767943034665
1992-06-02,79.10317981330039
1992-06-03,79.27877128156933
1992-06-04,79.0452704748941
1992-06-05,80.35930434937958
1992-06-08,79.08495103175649
1992-06-09,81.00958345506463
1992-06-10,80.89617740278963
1992-06-11,83.58912859628728
1992-06-12,83.89913635713093
1992-06-15,84.04198465433335
1992-06-16,85.7388375559749
1992-06-17,85.04459750142632
1992-06-18,83.34602561324206
1992-06-19,81.96211618058447
1992-06-22,82.51839825918712
1992-06-23,82.41542707058976
1992-06-24,84.03735309930845
1992-06-25,83.89974577382986
1992-06-26,83.39611966757793
1992-06-29,86.55300434109304
1992-06-30,87.64938293549358
1992-07-01,86.30022842320378
1992-07-02,87.38283245731014
1992-07-03,86.98571705224278
1992-07-06,87.96583749646767
1992-07-07,89.60139924858082
1992-07-08,89.4712123125403
1992-07-09,86.97789855555574
1992-07-10,87.63106828897605
1992-07-13,88.43655547393338
1992-07-14,87.86172974237115
1992-07-15,86.46245830156849
1992-07-16,85.34463422206528
1992-07-17,83.6626468244361
1992-07-20,82.57491924000237
1992-07-21,82.06019615374848
1992-07-22,82.54699438520953
1992-07-23,82.65568106513969
1992-07-24,82.38511768738786
1992-07-27,82.15137021420391
1992-07-28,82.1437599074667
1992-07-29,83.01779608795731
1992-07-30,83.89058806330355
1992-07-31,83.68818581158294
1992-08-03,83.47476785494624
1992-08-04,83.41984609170606
1992-08-05,82.45381031755987
1992-08-06,79.45814645979179
1992-08-07,81.39381185016619
1992-08-10,82.55376448574117
1992-08-11,83.12374734475327
1992-08-12,84.05945113553328
1992-08-13,84.40001857103655
1992-08-14,85.36999641853733
1992-08-17,85.52461389409449
1992-08-18,83.6107236625113
1992-08-19,82.65121161758408
1992-08-20,83.33807743739827
1992-08-21,85.07888880635706
1992-08-24,84.12618042124558
1992-08-25,85.73333573479832
1992-08-26,85.78939538468478
1992-08-27,84.14212431683575
1992-08-28,84.34887410023315
1992-08-31,83.91987883966306
1992-09-01,86.27305891700237
1992-09-02,86.68529409522071
1992-09-03,87.10699789424636
1992-09-04,88.9618065901627
1992-09-07,90.71484837016585
1992-09-08,90.50278562316218
1992-09-09,89.82959077584295
1992-09-10,89.91933311801607
1992-09-11,90.90687623362965
1992-09-14,90.86360958138152
1992-09-15,90.97420709670455
1992-09-16,92.5033035371069
1992-09-17,94.45747790066295
1992-09-18,94.30815234912049
1992-09-21,93.35907292542062
1992-09-22,92.68985197254668
1992-09-23,92.12526504185557
1992-09-24,93.03327605123955
1992-09-25,92.9612950506046
1992-09-28,92.28843712044775
1992-09-29,93.27551458515846
1992-09-30,94.47960184689592
1992-10-01,93.12741526386196
1992-10-02,94.73236434428138
1992-10-05,95.59391424599426
1992-10-06,95.03931719788574
1992-10-07,94.59480855015978
1992-10-08,94.69313493776315
1992-10-09,95.2624781200236
1992-10-12,95.84540591177635
1992-10-13,95.49581420732193
1992-10-14,96.19814685181301
1992-10-15,94.88738662556078
1992-10-16,92.87694879907613
1992-10-19,95.2379366561685
1992-10-20,94.73472786585234
1992-10-21,93.94332144951694
1992-10-22,94.75530923842905
1992-10-23,93.15014692208933
1992-10-26,94.21312640184173
1992-10-27,93.80660400284422
1992-10-28,92.94922282537465
1992-10-29,91.61856112499167
1992-10-30,90.621947450702
1992-11-02,88.35535235424035
1992-11-03,89.14087497278749
1992-11-04,89.61737670610557
1992-11-05,90.25048503846877
1992-11-06,90.72637956206582
1992-11-09,91.16897914022434
1992-11-10,92.34013615086275
1992-11-11,91.47843828463684
1992-11-12,93.26470407295614
1992-11-13,93.46934591035499
1992-11-16,93.57822223317565
1992-11-17,92.94551707725311
1992-11-18,91.13130208650306
1992-11-19,91.55348214665916
1992-11-20,91.65783692378608
1992-11-23,91.52930242825303
1992-11-24,90.77269873538441
1992-11-25,88.24312761552737
1992-11-26,87.71380368967071
1992-11-27,87.44214346206999
1992-11-30,87.94118750781604
1992-12-01,89.26801492182418
1992-12-02,88.04451535906892
1992-12-03,85.96574212723645
1992-12-04,87.1821191251524
1992-12-07,88.1109656466776
1992-12-08,87.6487605166741
1992-12-09,87.68548550237513
1992-12-10,86.42174001217556
1992-12-11,86.70387923914198
1992-12-14,88.53106285836265
1992-12-15,88.57172514647085
1992-12-16,86.79962938609069
1992-12-17,86.99647894129217
1992-12-18,87.68519235415006
1992-12-21,90.71335114158944
1992-12-22,92.11263066083643
1992-12-23,92.3747062294952
1992-12-24,93.10355777964614
1992-12-25,91.3411167387547
1992-12-28,91.58623654609059
1992-12-29,90.65502027874707
1992-12-30,90.51750628685468
1992-12-31,90.73949743454078
1993-01-01,92.31543147316717
1993-01-04,89.21702985400722
1993-01-05,90.06480860711406
1993-01-06,91.24376096950515
1993-01-07,90.06502321172628
1993-01-08,90.2945419898308
1993-01-11,88.89526980787218
1993-01-12,91.53409253220386
1993-01-13,91.6149950789344
1993-01-14,93.69740935922096
1993-01-15,95.78995471759609
1993-01-18,93.71537936983312
1993-01-19,93.05626681391168
1993-01-20,91.72341578500438
1993-01-21,91.29266398590866
1993-01-22,91.6385754107215
1993-01-25,92.71856492124387
1993-01-26,92.62866991690643
1993-01-27,93.00036496766558
1993-01-28,92.51234078289804
1993-01-29,92.53959275441161
1993-02-01,91.16389737555382
1993-02-02,92.07390369201232
1993-02-03,93.97285811454465
1993-02-04,93.04908477630832
1993-02-05,92.16419236657349
1993-02-08,90.60799916554512
1993-02-09,90.80337014700706
1993-02-10,87.9544654331753
1993-02-11,87.2483498964199
1993-02-12,86.45575498963552
1993-02-15,87.92785443575865
1993-02-16,90.71482529713896
1993-02-17,91.61086783705665
1993-02-18,91.59459747060478
1993-02-19,92.93234926874294
1993-02-22,93.76327931584184
1993-02-23,93.72176299023053
1993-02-24,94.31854785056727
1993-02-25,95.46768994304541
1993-02-26,94.30235511424134
1993-03-01,94.56292417239673
1993-03-02,95.09289311868622
1993-03-03,96.85986194959169
1993-03-04,95.95175868651276
1993-03-05,95.98909477734784
1993-03-08,95.7374043490166
1993-03-09,96.04395159939723
1993-03-10,96.4594282037385
1993-03-11,99.6266951725902
1993-03-12,101.15352472900017
1993-03-15,100.45201771937158
1993-03-16,101.16712059499345
1993-03-17,101.52062128948751
1993-03-18,101.7287616393137
1993-03-19,105.01136511299643
1993-03-22,105.18280300395367
1993-03-23,107.55492903028319
1993-03-24,105.14071976528679
1993-03-25,105.1206488902654
1993-03-26,102.46472905377628
1993-03-29,104.7503202196614
1993-03-30,107.47928582986826
1993-03-31,105.83151536697582
1993-04-01,107.73054542562137
1993-04-02,109.55292197515043
1993-04-05,107.64788091517836
1993-04-06,109.37506871486806
1993-04-07,109.50299119714666
1993-04-08,108.77612865584408
1993-04-09,107.90973108761122
1993-04-12,107.25605823711469
1993-04-13,105.1016543894438
1993-04-14,105.46034200625047
1993-04-15,103.87301381151927
1993-04-16,105.59404644353452
1993-04-19,106.13115310251271
1993-04-20,102.92905566940678
1993-04-21,101.20548282962567
1993-04-22,101.0306005978306
1993-04-23,101.82395871837726
1993-04-26,102.10642560453064
1993-04-27,102.0227083679527
1993-04-28,104.1697860751155
1993-04-29,105.23384475193194
1993-04-30,105.84235415898281
1993-05-03,106.55964596896423
1993-05-04,108.43612811258352
1993-05-05,110.04457654734026
1993-05-06,110.54867168203148
1993-05-07,109.98415844405531
1993-05-10,112.10633895232391
1993-05-11,115.31739245330562
1993-05-12,114.76936429177596
1993-05-13,115.19711545145917
1993-05-14,117.00716965221285
1993-05-17,117.46488982697902
1993-05-18,118.9421353590139
1993-05-19,121.40758882410572
1993-05-20,119.79464696081918
1993-05-21,118.62020102163626
1993-05-24,116.10277566092249
1993-05-25,117.43518071883432
1993-05-26,117.58075133574337
1993-05-27,115.30764510958404
1993-05-28,118.27884329527207
1993-05-31,119.74377160866479
1993-06-01,116.29246755340384
1993-06-02,115.71020809581287
1993-06-03,116.454892805572
1993-06-04,118.58405989718514
1993-06-07,118.79901431206908
1993-06-08,118.03471112828538
1993-06-09,120.33265412643559
1993-06-10,118.12001872431408
1993-06-11,117.10521945357382
1993-06-14,115.37791224050657
1993-06-15,113.50105561700632
1993-06-16,112.064330229476
1993-06-17,111.57822054372299
1993-06-18,112.1245149717112
1993-06-21,110.33288995689034
1993-06-22,110.61393209236437
