horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage_theoretical,mean_relative_advantage_theoretical,median_relative_advantage_theoretical,annual_return_btd_theoretical,annual_return_dca,annual_alpha_theoretical,theoretical_win,final_relative_advantage_implementable,mean_relative_advantage_implementable,median_relative_advantage_implementable,annual_return_btd_implementable,annual_alpha_implementable,implementable_win,implementable_minus_theoretical_annual_alpha,implementable_minus_theoretical_annual_return
1,15,0,0,1987-01-02,1988-01-02,0.06975473081445727,0.11354872088137269,0.027908099667336872,-0.028383825277892294,-0.05398155307659325,0.025597727798700953,True,0.04421486732846147,0.00046040463391345795,0.0,-0.0516593771106576,0.0023221759659356467,True,-0.023275551832765307,-0.023275551832765307
1,15,3469,1,1996-07-02,1997-07-02,0.061383078239460875,0.07590984365384522,0.06368686739552798,0.12067069337434111,0.0998388207763321,0.020831872598009005,True,0.0373538281151804,0.0021857580601281454,0.0,0.09528201810457726,-0.004556802671754845,False,-0.02538867526976385,-0.02538867526976385
1,15,6939,2,2006-01-01,2007-01-01,0.06811546113790268,0.1091773031147662,0.03444658881672358,0.041289162016795666,0.015417206843315823,0.025871955173479844,True,0.0406089062151056,0.010066195571309415,6.787181456413549e-05,0.014382562327134973,-0.0010346445161808493,False,-0.026906599689660693,-0.026906599689660693
1,15,10408,3,2015-07-02,2016-07-01,0.06215128881628318,0.10512368185661966,0.06504902680763647,0.15410788273814235,0.13183469090283695,0.022273191835305406,True,0.036342201049961664,0.0001258233673926421,-0.000536482361729762,0.12604538018053235,-0.005789310722304597,False,-0.028062502557610003,-0.028062502557610003
1,15,13878,4,2024-12-31,2025-12-31,0.07146711343687051,0.08107819838076756,0.026535956954693685,-0.08196959534186954,-0.10751978798666861,0.025550192644799075,True,0.045463418678510115,0.004815926553696772,0.0,-0.10426457085749297,0.003255217129175647,True,-0.022294975515623427,-0.022294975515623427
1,30,0,0,1987-01-02,1988-01-02,0.12607381182441757,0.1858599271206332,0.03796681495364096,-0.016922535679781414,-0.054361207651416055,0.03743867197163464,True,0.08718823476746773,0.022662482583040777,0.003708818057990504,-0.050984698409398344,0.003376509242017711,True,-0.03406216272961693,-0.03406216272961693
1,30,3469,1,1996-07-02,1997-07-02,0.11433897870399523,0.17844821578135084,0.1235167871637417,0.13096058181893433,0.09947120219002659,0.03148937962890774,True,0.07958244968352735,0.0313911094282914,0.0063517165276050225,0.09566184067637917,-0.0038093615136474135,False,-0.03529874114255516,-0.03529874114255516
1,30,6939,2,2006-01-01,2007-01-01,0.12614359240745432,0.2110888865330004,0.14367179595271384,0.05177382419978449,0.01165607383816436,0.04011775036162013,True,0.08467696261865032,0.08462494362650669,0.002500502140465377,0.012915115245797582,0.0012590414076332213,True,-0.03885870895398691,-0.03885870895398691
1,30,10408,3,2015-07-02,2016-07-01,0.11722978936186479,0.21898952231167998,0.070009737011272,0.16383902075255619,0.12850463856993222,0.03533438218262397,True,0.0730328892392631,0.0007338891247346742,-0.0009683489154284075,0.11776738688908894,-0.010737251680843274,False,-0.04607163386346724,-0.04607163386346724
1,30,13878,4,2024-12-31,2025-12-31,0.13791084041442403,0.2141700160430021,0.05211199883736595,-0.06592338827401056,-0.11075435123726085,0.04483096296325029,True,0.08494475815919778,0.05202290446319904,0.0,-0.10943071918883485,0.0013236320484260045,True,-0.04350733091482428,-0.04350733091482428
1,45,0,0,1987-01-02,1988-01-02,0.1749581782829963,0.1522493122848622,0.035395764767287785,-0.004087859813844186,-0.04657542923833846,0.042487569424494276,True,0.1389923746504247,0.08864256339449897,4.026729040451649e-05,-0.03467607701185105,0.011899352226487414,True,-0.030588217198006862,-0.030588217198006862
