date,price,index_name,year,month,day,month_key,quarter_key,week_key,return_factor,investment_signal,cash_inflow,cash_balance,contribution,invested_wealth,wealth,total_contribution,wealth_return
1987-01-02,99.39720224667349,STOXX Europe 600,1987,1,2,198701,19871,198701,1.0,False,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0
1987-01-05,98.74698526684392,STOXX Europe 600,1987,1,5,198701,19871,198702,0.99345839756922,False,0.047619047619047616,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0
1987-01-06,98.86187531694657,STOXX Europe 600,1987,1,6,198701,19871,198702,1.0011634790651298,False,0.047619047619047616,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0
1987-01-07,100.26140977892864,STOXX Europe 600,1987,1,7,198701,19871,198702,1.0141564628173927,False,0.047619047619047616,0.19047619047619047,0.0,0.0,0.19047619047619047,0.0,0.0
1987-01-08,99.93280500018687,STOXX Europe 600,1987,1,8,198701,19871,198702,0.9967225198661547,False,0.047619047619047616,0.23809523809523808,0.0,0.0,0.23809523809523808,0.0,0.0
1987-01-09,98.75676707805134,STOXX Europe 600,1987,1,9,198701,19871,198702,0.9882317130782696,False,0.047619047619047616,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0
1987-01-12,97.92029609825384,STOXX Europe 600,1987,1,12,198701,19871,198703,0.9915299882271723,False,0.047619047619047616,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
1987-01-13,99.88163199863008,STOXX Europe 600,1987,1,13,198701,19871,198703,1.020029922074666,False,0.047619047619047616,0.38095238095238093,0.0,0.0,0.38095238095238093,0.0,0.0
1987-01-14,99.5252415980434,STOXX Europe 600,1987,1,14,198701,19871,198703,0.9964318724728929,False,0.047619047619047616,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0
1987-01-15,98.2653448946951,STOXX Europe 600,1987,1,15,198701,19871,198703,0.987340932982241,False,0.047619047619047616,0.47619047619047616,0.0,0.0,0.47619047619047616,0.0,0.0
1987-01-16,97.9665641705528,STOXX Europe 600,1987,1,16,198701,19871,198703,0.9969594496975257,False,0.047619047619047616,0.5238095238095237,0.0,0.0,0.5238095238095237,0.0,0.0
